id,quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,simd,simdqf,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf
28378,2019Q2,,S08000024,,S308H,,All Inpatients,d, ,:,48,108,2.25,,39,91,2.33333333333333,
28379,2019Q3,,S08000024,,S308H,,All Inpatients,d, ,:,63,144,2.28571428571429,,49,185,3.77551020408163,
28380,2019Q4,,S08000024,,S308H,,All Inpatients,d, ,:,63,92,1.46031746031746,,47,65,1.38297872340426,
28381,2020Q1,,S08000024,,S308H,,All Inpatients,d, ,:,30,48,1.6,,26,51,1.96153846153846,
28382,2020Q2,,S08000024,,S308H,,All Inpatients,d, ,:,10,14,1.4,,10,14,1.4,
28383,2020Q3,,S08000024,,S308H,,All Inpatients,d, ,:,25,30,1.2,,19,34,1.78947368421053,
28384,2020Q4,,S08000024,,S308H,,All Inpatients,d, ,:,25,61,2.44,,16,30,1.875,
28385,2021Q1,,S08000024,,S308H,,All Inpatients,d, ,:,17,53,3.11764705882353,,16,53,3.3125,
28386,2021Q2,p,S08000024,,S308H,,All Inpatients,d, ,:,24,61,2.54166666666667,,10,24,2.4,
28387,2016Q2,,S08000024,,S116H,,All Inpatients,d,1,,1693,9894,5.84406379208506,,989,8894,8.99292214357937,
28388,2016Q3,,S08000024,,S116H,,All Inpatients,d,1,,1749,8959,5.12235563178959,,1034,8160,7.89168278529981,
28389,2016Q4,,S08000024,,S116H,,All Inpatients,d,1,,1729,9202,5.32215153267785,,1016,9362,9.21456692913386,
28390,2017Q1,,S08000024,,S116H,,All Inpatients,d,1,,1518,8420,5.5467720685112,,910,8264,9.08131868131868,
28391,2017Q2,,S08000024,,S116H,,All Inpatients,d,1,,1516,7903,5.21306068601583,,910,7196,7.90769230769231,
28392,2017Q3,,S08000024,,S116H,,All Inpatients,d,1,,1478,7942,5.37347767253045,,883,7056,7.99093997734994,
28393,2017Q4,,S08000024,,S116H,,All Inpatients,d,1,,1532,8236,5.37597911227154,,954,7820,8.19706498951782,
28394,2018Q1,,S08000024,,S116H,,All Inpatients,d,1,,1395,8066,5.7820788530466,,814,6539,8.03316953316953,
28395,2018Q2,,S08000024,,S116H,,All Inpatients,d,1,,1569,8111,5.16953473550032,,944,6947,7.35911016949153,
28396,2018Q3,,S08000024,,S116H,,All Inpatients,d,1,,1512,8454,5.59126984126984,,917,7618,8.30752453653217,
28397,2018Q4,,S08000024,,S116H,,All Inpatients,d,1,,1537,8442,5.4925178919974,,889,7330,8.24521934758155,
28398,2019Q1,,S08000024,,S116H,,All Inpatients,d,1,,1697,8833,5.20506776664702,,1005,7597,7.5592039800995,
28399,2019Q2,,S08000024,,S116H,,All Inpatients,d,1,,1779,8347,4.69196177627881,,1026,7594,7.40155945419103,
28400,2019Q3,,S08000024,,S116H,,All Inpatients,d,1,,1608,7309,4.54539800995025,,942,7137,7.57643312101911,
28401,2019Q4,,S08000024,,S116H,,All Inpatients,d,1,,1598,7410,4.63704630788486,,900,6089,6.76555555555556,
28402,2020Q1,,S08000024,,S116H,,All Inpatients,d,1,,1533,8476,5.529028049576,,805,7537,9.36273291925466,
28403,2020Q2,,S08000024,,S116H,,All Inpatients,d,1,,1281,4785,3.73536299765808,,645,4982,7.72403100775194,
28404,2020Q3,,S08000024,,S116H,,All Inpatients,d,1,,1414,5853,4.13932107496464,,711,5808,8.16877637130802,
28405,2020Q4,,S08000024,,S116H,,All Inpatients,d,1,,1418,5425,3.82581100141044,,763,5092,6.67365661861075,
28406,2021Q1,,S08000024,,S116H,,All Inpatients,d,1,,1422,7440,5.23206751054852,,785,6614,8.42547770700637,
28407,2021Q2,p,S08000024,,S116H,,All Inpatients,d,1,,1437,6709,4.6687543493389,,799,5925,7.41551939924906,
28408,2016Q2,,S08000024,,S116H,,All Inpatients,d,2,,2349,12167,5.1796509152831,,1433,11644,8.12561060711793,
28409,2016Q3,,S08000024,,S116H,,All Inpatients,d,2,,2448,13303,5.43423202614379,,1494,11848,7.93038821954485,
28410,2016Q4,,S08000024,,S116H,,All Inpatients,d,2,,2253,12646,5.61296049711496,,1379,11335,8.21972443799855,
28411,2017Q1,,S08000024,,S116H,,All Inpatients,d,2,,2496,14153,5.67027243589744,,1529,11030,7.21386527141923,
28412,2017Q2,,S08000024,,S116H,,All Inpatients,d,2,,2697,15208,5.63885799035966,,1605,13309,8.29221183800623,
28413,2017Q3,,S08000024,,S116H,,All Inpatients,d,2,,2571,13576,5.28043562816025,,1555,12685,8.15755627009646,
28414,2017Q4,,S08000024,,S116H,,All Inpatients,d,2,,2656,15009,5.65097891566265,,1634,12755,7.80599755201958,
28415,2018Q1,,S08000024,,S116H,,All Inpatients,d,2,,2394,14099,5.88930659983292,,1457,12546,8.6108442004118,
28416,2018Q2,,S08000024,,S116H,,All Inpatients,d,2,,2416,14014,5.80049668874172,,1567,13130,8.37906828334397,
28417,2018Q3,,S08000024,,S116H,,All Inpatients,d,2,,2414,12359,5.11971830985915,,1505,12178,8.09169435215947,
28418,2018Q4,,S08000024,,S116H,,All Inpatients,d,2,,2562,13721,5.35558157689305,,1571,13174,8.3857415658816,
28419,2019Q1,,S08000024,,S116H,,All Inpatients,d,2,,2520,13896,5.51428571428571,,1571,14343,9.12985359643539,
28420,2019Q2,,S08000024,,S116H,,All Inpatients,d,2,,2738,13717,5.00986121256392,,1587,10741,6.76811594202899,
28421,2019Q3,,S08000024,,S116H,,All Inpatients,d,2,,2817,13894,4.93219737309194,,1636,11313,6.91503667481663,
28422,2019Q4,,S08000024,,S116H,,All Inpatients,d,2,,2662,12972,4.87302779864763,,1537,10944,7.12036434612882,
28423,2020Q1,,S08000024,,S116H,,All Inpatients,d,2,,2681,13920,5.19209250279746,,1486,12134,8.16554508748318,
28424,2020Q2,,S08000024,,S116H,,All Inpatients,d,2,,2115,8213,3.88321513002364,,1046,8304,7.93881453154876,
28425,2020Q3,,S08000024,,S116H,,All Inpatients,d,2,,2332,9278,3.97855917667238,,1231,8870,7.2055239642567,
28426,2020Q4,,S08000024,,S116H,,All Inpatients,d,2,,2301,10493,4.56019122120817,,1212,11046,9.11386138613861,
28427,2021Q1,,S08000024,,S116H,,All Inpatients,d,2,,2213,9478,4.2828739267962,,1253,9178,7.32482043096568,
28428,2021Q2,p,S08000024,,S116H,,All Inpatients,d,2,,2252,9336,4.14564831261101,,1280,8834,6.9015625,
28429,2016Q2,,S08000024,,S116H,,All Inpatients,d,3,,1986,10716,5.39577039274924,,1235,10677,8.64534412955466,
28430,2016Q3,,S08000024,,S116H,,All Inpatients,d,3,,1952,10357,5.30584016393443,,1155,9492,8.21818181818182,
29564,2020Q2,,S08000028,,S08000028,d,All Inpatients,d,5,,0,0, ,z,0,0, ,z
28431,2016Q4,,S08000024,,S116H,,All Inpatients,d,3,,1929,10566,5.47744945567652,,1182,10039,8.49323181049069,
28432,2017Q1,,S08000024,,S116H,,All Inpatients,d,3,,1809,9684,5.35323383084577,,1114,9903,8.88958707360862,
28433,2017Q2,,S08000024,,S116H,,All Inpatients,d,3,,1808,9184,5.07964601769912,,1118,8677,7.76118067978533,
28434,2017Q3,,S08000024,,S116H,,All Inpatients,d,3,,1841,9124,4.95600217273221,,1149,8197,7.13402959094865,
28435,2017Q4,,S08000024,,S116H,,All Inpatients,d,3,,1786,9162,5.12989921612542,,1096,8625,7.86952554744526,
28436,2018Q1,,S08000024,,S116H,,All Inpatients,d,3,,1847,9038,4.89334055224689,,1147,8606,7.50305143853531,
28437,2018Q2,,S08000024,,S116H,,All Inpatients,d,3,,1756,8424,4.79726651480638,,1104,8669,7.85235507246377,
28438,2018Q3,,S08000024,,S116H,,All Inpatients,d,3,,1803,9587,5.31724902939545,,1124,8933,7.94750889679715,
28439,2018Q4,,S08000024,,S116H,,All Inpatients,d,3,,1894,10265,5.41974656810982,,1176,8902,7.56972789115646,
28440,2019Q1,,S08000024,,S116H,,All Inpatients,d,3,,1802,9120,5.06104328523862,,1114,7890,7.08258527827648,
28441,2019Q2,,S08000024,,S116H,,All Inpatients,d,3,,2020,9399,4.6529702970297,,1124,9030,8.0338078291815,
28442,2019Q3,,S08000024,,S116H,,All Inpatients,d,3,,2000,8942,4.471,,1222,8595,7.03355155482815,
28443,2019Q4,,S08000024,,S116H,,All Inpatients,d,3,,2042,9495,4.64985308521058,,1220,8204,6.72459016393443,
28444,2020Q1,,S08000024,,S116H,,All Inpatients,d,3,,1841,8310,4.51385116784356,,1016,7228,7.11417322834646,
28445,2020Q2,,S08000024,,S116H,,All Inpatients,d,3,,1459,5016,3.4379712131597,,754,6101,8.09151193633952,
28446,2020Q3,,S08000024,,S116H,,All Inpatients,d,3,,1532,5440,3.5509138381201,,852,5715,6.70774647887324,
28447,2020Q4,,S08000024,,S116H,,All Inpatients,d,3,,1613,7302,4.52696838189709,,916,6446,7.03711790393013,
28448,2021Q1,,S08000024,,S116H,,All Inpatients,d,3,,1548,6632,4.28423772609819,,886,7178,8.10158013544018,
28449,2021Q2,p,S08000024,,S116H,,All Inpatients,d,3,,1585,7594,4.79116719242902,,941,6300,6.69500531349628,
28450,2016Q2,,S08000024,,S116H,,All Inpatients,d,4,,1897,10139,5.34475487612019,,1132,8468,7.48056537102473,
28451,2016Q3,,S08000024,,S116H,,All Inpatients,d,4,,1684,9421,5.59441805225653,,1067,9198,8.62043111527648,
28452,2016Q4,,S08000024,,S116H,,All Inpatients,d,4,,1776,10595,5.96565315315315,,1120,9099,8.12410714285714,
28453,2017Q1,,S08000024,,S116H,,All Inpatients,d,4,,1775,9588,5.40169014084507,,1048,7900,7.5381679389313,
28454,2017Q2,,S08000024,,S116H,,All Inpatients,d,4,,1806,9294,5.14617940199336,,1131,7942,7.02210433244916,
28455,2017Q3,,S08000024,,S116H,,All Inpatients,d,4,,1693,9129,5.39220318960425,,1068,8301,7.77247191011236,
28456,2017Q4,,S08000024,,S116H,,All Inpatients,d,4,,1791,8579,4.79006141820212,,1108,7964,7.18772563176895,
28457,2018Q1,,S08000024,,S116H,,All Inpatients,d,4,,1698,9366,5.51590106007067,,1075,9633,8.96093023255814,
28458,2018Q2,,S08000024,,S116H,,All Inpatients,d,4,,1691,8730,5.16262566528681,,1073,8184,7.62721342031687,
28459,2018Q3,,S08000024,,S116H,,All Inpatients,d,4,,1778,8938,5.02699662542182,,1146,7761,6.77225130890052,
28460,2018Q4,,S08000024,,S116H,,All Inpatients,d,4,,1982,10305,5.19929364278507,,1214,9266,7.6326194398682,
28461,2019Q1,,S08000024,,S116H,,All Inpatients,d,4,,1853,9396,5.07069616837561,,1132,7802,6.89222614840989,
28462,2019Q2,,S08000024,,S116H,,All Inpatients,d,4,,1944,9278,4.77263374485597,,1136,7984,7.02816901408451,
28463,2019Q3,,S08000024,,S116H,,All Inpatients,d,4,,2060,9928,4.81941747572816,,1236,8953,7.24352750809062,
28464,2019Q4,,S08000024,,S116H,,All Inpatients,d,4,,1995,10143,5.08421052631579,,1172,8005,6.830204778157,
28465,2020Q1,,S08000024,,S116H,,All Inpatients,d,4,,1889,10022,5.30545262043409,,1091,8663,7.94042163153071,
28466,2020Q2,,S08000024,,S116H,,All Inpatients,d,4,,1522,5597,3.67739816031537,,796,5445,6.84045226130653,
28467,2020Q3,,S08000024,,S116H,,All Inpatients,d,4,,1521,6024,3.96055226824458,,876,5931,6.77054794520548,
28468,2020Q4,,S08000024,,S116H,,All Inpatients,d,4,,1664,6807,4.09074519230769,,937,6744,7.1974386339381,
28469,2021Q1,,S08000024,,S116H,,All Inpatients,d,4,,1584,6863,4.33270202020202,,915,6803,7.43497267759563,
28470,2021Q2,p,S08000024,,S116H,,All Inpatients,d,4,,1777,7260,4.0855374226224,,1051,6805,6.47478591817317,
28471,2016Q2,,S08000024,,S116H,,All Inpatients,d,5,,2987,16526,5.53264144626716,,1847,14267,7.72441797509475,
28472,2016Q3,,S08000024,,S116H,,All Inpatients,d,5,,3067,17029,5.5523312683404,,1866,15075,8.07877813504823,
28473,2016Q4,,S08000024,,S116H,,All Inpatients,d,5,,3061,18505,6.04540999673309,,1906,17791,9.33420776495278,
28474,2017Q1,,S08000024,,S116H,,All Inpatients,d,5,,3197,23141,7.23834845167344,,1865,19468,10.4386058981233,
28475,2017Q2,,S08000024,,S116H,,All Inpatients,d,5,,3148,18341,5.82623888182973,,1938,16880,8.71001031991744,
28476,2017Q3,,S08000024,,S116H,,All Inpatients,d,5,,3112,18100,5.81619537275064,,1928,16500,8.55809128630705,
28477,2017Q4,,S08000024,,S116H,,All Inpatients,d,5,,3232,19416,6.00742574257426,,2037,16508,8.10407461953854,
28478,2018Q1,,S08000024,,S116H,,All Inpatients,d,5,,3085,20025,6.49108589951378,,1929,17926,9.2928978745464,
28479,2018Q2,,S08000024,,S116H,,All Inpatients,d,5,,3127,20778,6.64470738727215,,1966,18256,9.28585961342828,
28735,2019Q1,,S08000025,,R103H,,All Inpatients,d, ,:,11,33,3,,11,42,3.81818181818182,
28480,2018Q3,,S08000024,,S116H,,All Inpatients,d,5,,3060,18661,6.0983660130719,,1935,17087,8.83049095607235,
28481,2018Q4,,S08000024,,S116H,,All Inpatients,d,5,,3300,19987,6.05666666666667,,2057,16597,8.0685464268352,
28482,2019Q1,,S08000024,,S116H,,All Inpatients,d,5,,3255,18414,5.65714285714286,,1922,15468,8.04786680541103,
28483,2019Q2,,S08000024,,S116H,,All Inpatients,d,5,,3298,16879,5.11795027289266,,1960,14355,7.32397959183673,
28484,2019Q3,,S08000024,,S116H,,All Inpatients,d,5,,3293,16115,4.89371393865776,,1934,12701,6.56721820062048,
28485,2019Q4,,S08000024,,S116H,,All Inpatients,d,5,,3421,17814,5.20724934229757,,2062,15531,7.53200775945684,
28486,2020Q1,,S08000024,,S116H,,All Inpatients,d,5,,3278,19731,6.01921903599756,,1851,16219,8.7622906537007,
28487,2020Q2,,S08000024,,S116H,,All Inpatients,d,5,,2584,10531,4.07546439628483,,1334,10444,7.82908545727136,
28488,2020Q3,,S08000024,,S116H,,All Inpatients,d,5,,2750,11216,4.07854545454545,,1552,10231,6.59213917525773,
28489,2020Q4,,S08000024,,S116H,,All Inpatients,d,5,,3014,13818,4.58460517584605,,1689,12087,7.1563055062167,
28490,2021Q1,,S08000024,,S116H,,All Inpatients,d,5,,2863,13933,4.86657352427524,,1562,12922,8.27272727272727,
28491,2021Q2,p,S08000024,,S116H,,All Inpatients,d,5,,3002,14077,4.6892071952032,,1708,12693,7.43149882903981,
28492,2016Q2,,S08000024,,S116H,,All Inpatients,d, ,:,74,551,7.44594594594595,,43,471,10.953488372093,
28493,2016Q3,,S08000024,,S116H,,All Inpatients,d, ,:,107,366,3.42056074766355,,56,414,7.39285714285714,
28494,2016Q4,,S08000024,,S116H,,All Inpatients,d, ,:,59,273,4.6271186440678,,32,159,4.96875,
28495,2017Q1,,S08000024,,S116H,,All Inpatients,d, ,:,63,374,5.93650793650794,,34,245,7.20588235294118,
28496,2017Q2,,S08000024,,S116H,,All Inpatients,d, ,:,81,396,4.88888888888889,,48,254,5.29166666666667,
28497,2017Q3,,S08000024,,S116H,,All Inpatients,d, ,:,116,449,3.87068965517241,,70,289,4.12857142857143,
28498,2017Q4,,S08000024,,S116H,,All Inpatients,d, ,:,89,404,4.53932584269663,,56,354,6.32142857142857,
28499,2018Q1,,S08000024,,S116H,,All Inpatients,d, ,:,57,174,3.05263157894737,,31,364,11.741935483871,
28500,2018Q2,,S08000024,,S116H,,All Inpatients,d, ,:,89,258,2.8988764044943802,,50,340,6.8,
32501,2016Q4,,S08000031,,G306H,,All Inpatients and Day cases,d,4,,1058,961,0.908317580340265,,1033,56,0.0542110358180058,
32502,2017Q1,,S08000031,,G306H,,All Inpatients and Day cases,d,4,,1260,660,0.523809523809524,,1226,59,0.0481239804241436,
32503,2017Q2,,S08000031,,G306H,,All Inpatients and Day cases,d,4,,1123,1061,0.944790739091719,,1073,55,0.0512581547064306,
33174,2021Q2,p,S08000031,,C206H,,All Inpatients and Day cases,d, ,:,10,10,1,,5,5,1,
28506,2019Q4,,S08000024,,S116H,,All Inpatients,d, ,:,107,397,3.71028037383178,,58,740,12.7586206896552,
28507,2020Q1,,S08000024,,S116H,,All Inpatients,d, ,:,61,331,5.42622950819672,,30,350,11.6666666666667,
28508,2020Q2,,S08000024,,S116H,,All Inpatients,d, ,:,22,79,3.59090909090909,,13,70,5.38461538461539,
28509,2020Q3,,S08000024,,S116H,,All Inpatients,d, ,:,32,46,1.4375,,15,40,2.66666666666667,
28510,2020Q4,,S08000024,,S116H,,All Inpatients,d, ,:,29,71,2.44827586206897,,16,51,3.1875,
28511,2021Q1,,S08000024,,S116H,,All Inpatients,d, ,:,31,82,2.64516129032258,,14,34,2.42857142857143,
28512,2021Q2,p,S08000024,,S116H,,All Inpatients,d, ,:,53,111,2.09433962264151,,25,73,2.92,
28513,2016Q2,,S08000025,,S08000025,d,All Inpatients,d,1,,0,0, ,z,0,0, ,z
28514,2016Q3,,S08000025,,S08000025,d,All Inpatients,d,1,,5,6,1.2,,5,5,1,
28515,2016Q4,,S08000025,,S08000025,d,All Inpatients,d,1,,5,5,1,,5,5,1,
28516,2017Q2,,S08000025,,S08000025,d,All Inpatients,d,1,,0,0, ,z,0,8, ,z
28517,2018Q1,,S08000025,,S08000025,d,All Inpatients,d,1,,0,0, ,z,0,0, ,z
28518,2018Q2,,S08000025,,S08000025,d,All Inpatients,d,1,,0,0, ,z,0,0, ,z
28519,2018Q3,,S08000025,,S08000025,d,All Inpatients,d,1,,5,0,0,,5,0,0,
28520,2018Q4,,S08000025,,S08000025,d,All Inpatients,d,1,,0,5, ,z,0,8, ,z
28521,2019Q1,,S08000025,,S08000025,d,All Inpatients,d,1,,0,0, ,z,0,0, ,z
28522,2019Q2,,S08000025,,S08000025,d,All Inpatients,d,1,,0,5, ,z,0,5, ,z
28523,2019Q4,,S08000025,,S08000025,d,All Inpatients,d,1,,0,5, ,z,0,5, ,z
28524,2020Q1,,S08000025,,S08000025,d,All Inpatients,d,1,,0,0, ,z,0,0, ,z
28525,2020Q2,,S08000025,,S08000025,d,All Inpatients,d,1,,0,0, ,z,0,0, ,z
28526,2020Q3,,S08000025,,S08000025,d,All Inpatients,d,1,,0,0, ,z,0,0, ,z
28527,2020Q4,,S08000025,,S08000025,d,All Inpatients,d,1,,0,0, ,z,0,0, ,z
28528,2021Q2,p,S08000025,,S08000025,d,All Inpatients,d,1,,0,0, ,z,0,0, ,z
28529,2016Q2,,S08000025,,S08000025,d,All Inpatients,d,2,,104,294,2.82692307692308,,80,306,3.825,
28530,2016Q3,,S08000025,,S08000025,d,All Inpatients,d,2,,75,215,2.86666666666667,,61,350,5.73770491803279,
28531,2016Q4,,S08000025,,S08000025,d,All Inpatients,d,2,,108,402,3.72222222222222,,71,611,8.6056338028169,
28532,2017Q1,,S08000025,,S08000025,d,All Inpatients,d,2,,86,441,5.12790697674419,,65,324,4.98461538461538,
28533,2017Q2,,S08000025,,S08000025,d,All Inpatients,d,2,,110,308,2.8,,79,381,4.82278481012658,
28534,2017Q3,,S08000025,,S08000025,d,All Inpatients,d,2,,86,404,4.69767441860465,,74,441,5.95945945945946,
28535,2017Q4,,S08000025,,S08000025,d,All Inpatients,d,2,,108,609,5.63888888888889,,82,557,6.79268292682927,
28536,2018Q1,,S08000025,,S08000025,d,All Inpatients,d,2,,125,534,4.272,,93,537,5.7741935483871,
28537,2018Q2,,S08000025,,S08000025,d,All Inpatients,d,2,,105,439,4.18095238095238,,85,515,6.05882352941176,
28538,2018Q3,,S08000025,,S08000025,d,All Inpatients,d,2,,127,418,3.29133858267717,,103,585,5.67961165048544,
28539,2018Q4,,S08000025,,S08000025,d,All Inpatients,d,2,,117,432,3.69230769230769,,95,576,6.06315789473684,
28540,2019Q1,,S08000025,,S08000025,d,All Inpatients,d,2,,116,653,5.62931034482759,,90,519,5.76666666666667,
28541,2019Q2,,S08000025,,S08000025,d,All Inpatients,d,2,,91,418,4.59340659340659,,74,592,8,
28542,2019Q3,,S08000025,,S08000025,d,All Inpatients,d,2,,120,482,4.01666666666667,,103,483,4.68932038834951,
28543,2019Q4,,S08000025,,S08000025,d,All Inpatients,d,2,,112,594,5.30357142857143,,100,598,5.98,
28544,2020Q1,,S08000025,,S08000025,d,All Inpatients,d,2,,94,624,6.63829787234043,,80,663,8.2875,
28545,2020Q2,,S08000025,,S08000025,d,All Inpatients,d,2,,81,478,5.90123456790123,,68,539,7.9264705882353,
28546,2020Q3,,S08000025,,S08000025,d,All Inpatients,d,2,,101,317,3.13861386138614,,82,370,4.51219512195122,
28547,2020Q4,,S08000025,,S08000025,d,All Inpatients,d,2,,96,555,5.78125,,76,508,6.68421052631579,
28548,2021Q1,,S08000025,,S08000025,d,All Inpatients,d,2,,112,474,4.23214285714286,,88,527,5.98863636363636,
28549,2021Q2,p,S08000025,,S08000025,d,All Inpatients,d,2,,122,887,7.27049180327869,,96,1099,11.4479166666667,
28550,2016Q2,,S08000025,,S08000025,d,All Inpatients,d,3,,196,1272,6.48979591836735,,142,1655,11.6549295774648,
28551,2016Q3,,S08000025,,S08000025,d,All Inpatients,d,3,,221,1104,4.99547511312217,,160,1319,8.24375,
28552,2016Q4,,S08000025,,S08000025,d,All Inpatients,d,3,,204,1189,5.82843137254902,,146,1558,10.6712328767123,
28553,2017Q1,,S08000025,,S08000025,d,All Inpatients,d,3,,126,760,6.03174603174603,,95,804,8.46315789473684,
28554,2017Q2,,S08000025,,S08000025,d,All Inpatients,d,3,,140,821,5.86428571428571,,114,1083,9.5,
28555,2017Q3,,S08000025,,S08000025,d,All Inpatients,d,3,,129,864,6.69767441860465,,115,937,8.14782608695652,
28556,2017Q4,,S08000025,,S08000025,d,All Inpatients,d,3,,126,666,5.28571428571429,,103,839,8.14563106796117,
28557,2018Q1,,S08000025,,S08000025,d,All Inpatients,d,3,,126,642,5.0952380952381,,106,818,7.71698113207547,
28558,2018Q2,,S08000025,,S08000025,d,All Inpatients,d,3,,142,555,3.90845070422535,,113,679,6.00884955752212,
28559,2018Q3,,S08000025,,S08000025,d,All Inpatients,d,3,,130,570,4.38461538461539,,107,665,6.21495327102804,
28560,2018Q4,,S08000025,,S08000025,d,All Inpatients,d,3,,119,491,4.12605042016807,,102,607,5.95098039215686,
28561,2019Q1,,S08000025,,S08000025,d,All Inpatients,d,3,,125,544,4.352,,88,456,5.18181818181818,
28562,2019Q2,,S08000025,,S08000025,d,All Inpatients,d,3,,159,744,4.67924528301887,,118,804,6.8135593220339,
28563,2019Q3,,S08000025,,S08000025,d,All Inpatients,d,3,,121,794,6.56198347107438,,101,979,9.69306930693069,
28564,2019Q4,,S08000025,,S08000025,d,All Inpatients,d,3,,121,662,5.47107438016529,,98,621,6.33673469387755,
28565,2020Q1,,S08000025,,S08000025,d,All Inpatients,d,3,,119,707,5.94117647058824,,98,882,9,
28566,2020Q2,,S08000025,,S08000025,d,All Inpatients,d,3,,74,511,6.9054054054054,,53,507,9.56603773584906,
28567,2020Q3,,S08000025,,S08000025,d,All Inpatients,d,3,,112,519,4.63392857142857,,91,598,6.57142857142857,
28568,2020Q4,,S08000025,,S08000025,d,All Inpatients,d,3,,115,792,6.88695652173913,,90,840,9.33333333333333,
28569,2021Q1,,S08000025,,S08000025,d,All Inpatients,d,3,,107,620,5.79439252336449,,91,731,8.03296703296703,
28570,2021Q2,p,S08000025,,S08000025,d,All Inpatients,d,3,,110,795,7.22727272727273,,94,939,9.98936170212766,
28571,2016Q2,,S08000025,,S08000025,d,All Inpatients,d,4,,226,963,4.26106194690265,,187,1102,5.89304812834225,
28572,2016Q3,,S08000025,,S08000025,d,All Inpatients,d,4,,240,1297,5.40416666666667,,172,1360,7.90697674418605,
28573,2016Q4,,S08000025,,S08000025,d,All Inpatients,d,4,,229,910,3.97379912663755,,180,1116,6.2,
28574,2017Q1,,S08000025,,S08000025,d,All Inpatients,d,4,,286,1430,5,,220,1702,7.73636363636364,
28575,2017Q2,,S08000025,,S08000025,d,All Inpatients,d,4,,283,1551,5.48056537102473,,232,1778,7.66379310344828,
28576,2017Q3,,S08000025,,S08000025,d,All Inpatients,d,4,,280,1114,3.97857142857143,,221,1184,5.35746606334842,
28577,2017Q4,,S08000025,,S08000025,d,All Inpatients,d,4,,345,1526,4.4231884057971,,268,2132,7.95522388059702,
28578,2018Q1,,S08000025,,S08000025,d,All Inpatients,d,4,,334,1496,4.47904191616766,,262,1595,6.08778625954198,
28579,2018Q2,,S08000025,,S08000025,d,All Inpatients,d,4,,329,1377,4.1854103343465,,260,1873,7.20384615384615,
28580,2018Q3,,S08000025,,S08000025,d,All Inpatients,d,4,,303,1765,5.82508250825083,,253,2006,7.92885375494071,
28581,2018Q4,,S08000025,,S08000025,d,All Inpatients,d,4,,378,1735,4.58994708994709,,277,1770,6.3898916967509,
28582,2019Q1,,S08000025,,S08000025,d,All Inpatients,d,4,,355,1791,5.04507042253521,,282,2141,7.59219858156028,
28583,2019Q2,,S08000025,,S08000025,d,All Inpatients,d,4,,343,1934,5.63848396501458,,255,2368,9.28627450980392,
28584,2019Q3,,S08000025,,S08000025,d,All Inpatients,d,4,,278,1394,5.01438848920863,,242,1546,6.38842975206612,
