id,week_ending,hb,hbqf,admission_type,admission_type_qf,specialty,specialty_qf,number_admissions,average20182019,percent_variation
30504,20210207,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,29,97.5,-70.3
30505,20210207,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,40,116,-65.5
30506,20210207,S08000020,,Planned,,Paediatrics (medical & surgical),,7,14.5,-51.7
30507,20210207,S08000020,,Planned,,Surgery,,101,194.5,-48.1
27516,20200614,S92000003,d,Planned,,Cancer,,74,121,-38.8
27517,20200614,S92000003,d,Planned,,Cardiology,,63,139,-54.7
27518,20200614,S92000003,d,Planned,,Community,,39,62.5,-37.6
27519,20200614,S92000003,d,Planned,,Gynaecology,,79,249,-68.3
27520,20200614,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,429,733.5,-41.5
27521,20200614,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,566,993.5,-43
27522,20200614,S92000003,d,Planned,,Paediatrics (medical & surgical),,205,267.5,-23.4
27523,20200614,S92000003,d,Planned,,Paediatrics (medical),,183,230,-20.4
27524,20200614,S92000003,d,Planned,,Paediatrics (surgical),,22,37.5,-41.3
27525,20200614,S92000003,d,Planned,,Surgery,,717,2034.5,-64.8
27526,20200621,S08000015,,Planned,,All,d,33,109,-69.7
27527,20200621,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,7,11,-36.4
27528,20200621,S08000015,,Planned,,Surgery,,22,92,-76.1
27529,20200621,S08000016,,Planned,,All,d,25,41.5,-39.8
27530,20200621,S08000016,,Planned,,Community,,12,16.5,-27.3
27531,20200621,S08000016,,Planned,,Medical (excl. Cardiology & Cancer),,9,2,350
27532,20200621,S08000016,,Planned,,Medical (incl. Cardiology & Cancer),,9,2,350
27533,20200621,S08000017,,Planned,,All,d,60,101.5,-40.9
27534,20200621,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,25,28.5,-12.3
27535,20200621,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,29,33,-12.1
27536,20200621,S08000017,,Planned,,Paediatrics (medical & surgical),,6,4,50
27537,20200621,S08000017,,Planned,,Paediatrics (medical),,6,4,50
27538,20200621,S08000017,,Planned,,Surgery,,23,49,-53.1
27539,20200621,S08000019,,Planned,,All,d,117,169,-30.8
27540,20200621,S08000019,,Planned,,Cardiology,,7,8.5,-17.6
27541,20200621,S08000019,,Planned,,Gynaecology,,13,11,18.2
27542,20200621,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,73,73.5,-0.7
27543,20200621,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,80,82,-2.4
27544,20200621,S08000019,,Planned,,Paediatrics (medical & surgical),,6,9,-33.3
27545,20200621,S08000019,,Planned,,Paediatrics (medical),,6,9,-33.3
27546,20200621,S08000019,,Planned,,Surgery,,17,64.5,-73.6
27547,20200621,S08000020,,Planned,,All,d,137,337.5,-59.4
27548,20200621,S08000020,,Planned,,Cancer,,6,10.5,-42.9
27549,20200621,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,15,71.5,-79
27550,20200621,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,22,88,-75
27551,20200621,S08000020,,Planned,,Paediatrics (medical & surgical),,6,13.5,-55.6
27552,20200621,S08000020,,Planned,,Paediatrics (surgical),,5,5,0
27553,20200621,S08000020,,Planned,,Surgery,,101,200,-49.5
27554,20200621,S08000022,,Planned,,All,d,65,200,-67.5
27555,20200621,S08000022,,Planned,,Cancer,,5,5.5,-9.1
27556,20200621,S08000022,,Planned,,Community,,9,21.5,-58.1
27557,20200621,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,19,39,-51.3
27558,20200621,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,25,54,-53.7
27559,20200621,S08000022,,Planned,,Surgery,,27,109.5,-75.3
27560,20200621,S08000024,,Planned,,All,d,289,602.5,-52
27561,20200621,S08000024,,Planned,,Cancer,,36,39,-7.7
27562,20200621,S08000024,,Planned,,Cardiology,,39,38.5,1.3
27563,20200621,S08000024,,Planned,,Gynaecology,,8,33,-75.8
27564,20200621,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,50,103.5,-51.7
27565,20200621,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,125,181,-30.9
27566,20200621,S08000024,,Planned,,Paediatrics (medical & surgical),,20,25.5,-21.6
27567,20200621,S08000024,,Planned,,Paediatrics (medical),,17,18.5,-8.1
27568,20200621,S08000024,,Planned,,Surgery,,132,357.5,-63.1
27569,20200621,S08000026,,Planned,,All,d,8,3.5,128.6
27570,20200621,S08000026,,Planned,,Surgery,,7,2.5,180
27571,20200621,S08000028,,Planned,,All,d,15,17,-11.8
27572,20200621,S08000028,,Planned,,Medical (excl. Cardiology & Cancer),,5,2.5,100
27573,20200621,S08000028,,Planned,,Medical (incl. Cardiology & Cancer),,5,2.5,100
27574,20200621,S08000028,,Planned,,Surgery,,7,11.5,-39.1
27575,20200621,S08000029,,Planned,,All,d,49,123.5,-60.3
27576,20200621,S08000029,,Planned,,Gynaecology,,6,12.5,-52
27577,20200621,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,14,20,-30
27578,20200621,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,16,22.5,-28.9
27579,20200621,S08000029,,Planned,,Surgery,,23,78,-70.5
27580,20200621,S08000030,,Planned,,All,d,124,283.5,-56.3
27581,20200621,S08000030,,Planned,,Cancer,,6,3.5,71.4
27582,20200621,S08000030,,Planned,,Cardiology,,5,14.5,-65.5
27583,20200621,S08000030,,Planned,,Gynaecology,,8,25,-68
27584,20200621,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,41,49.5,-17.2
27585,20200621,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,52,67.5,-23
27586,20200621,S08000030,,Planned,,Paediatrics (medical & surgical),,6,23,-73.9
27587,20200621,S08000030,,Planned,,Paediatrics (medical),,6,20.5,-70.7
27588,20200621,S08000030,,Planned,,Surgery,,55,165.5,-66.8
27589,20200621,S08000031,,Planned,,All,d,781,1416,-44.8
27590,20200621,S08000031,,Planned,,Cancer,,44,59.5,-26.1
27591,20200621,S08000031,,Planned,,Cardiology,,18,58.5,-69.2
27592,20200621,S08000031,,Planned,,Gynaecology,,61,104,-41.3
27593,20200621,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,221,370.5,-40.4
27594,20200621,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,283,488.5,-42.1
27595,20200621,S08000031,,Planned,,Paediatrics (medical & surgical),,52,89.5,-41.9
27596,20200621,S08000031,,Planned,,Paediatrics (medical),,42,63.5,-33.9
27597,20200621,S08000031,,Planned,,Paediatrics (surgical),,10,26,-61.5
27598,20200621,S08000031,,Planned,,Surgery,,384,730,-47.4
27599,20200621,S08000032,,Planned,,All,d,137,245,-44.1
27600,20200621,S08000032,,Planned,,Cardiology,,7,1.5,366.7
27601,20200621,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,22,18.5,18.9
27602,20200621,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,29,20,45
27603,20200621,S08000032,,Planned,,Paediatrics (medical & surgical),,78,93.5,-16.6
27604,20200621,S08000032,,Planned,,Paediatrics (medical),,78,93.5,-16.6
27605,20200621,S08000032,,Planned,,Surgery,,29,117,-75.2
27606,20200621,S92000003,d,Planned,,Accident & Emergency,,8,9.5,-15.8
27607,20200621,S92000003,d,Planned,,All,d,1841,3657,-49.7
27608,20200621,S92000003,d,Planned,,Cancer,,97,120,-19.2
27609,20200621,S92000003,d,Planned,,Cardiology,,88,146.5,-39.9
27610,20200621,S92000003,d,Planned,,Community,,34,66,-48.5
27611,20200621,S92000003,d,Planned,,Gynaecology,,103,242,-57.4
27612,20200621,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,498,790.5,-37
27613,20200621,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,683,1057,-35.4
27614,20200621,S92000003,d,Planned,,Paediatrics (medical & surgical),,180,276.5,-34.9
27615,20200621,S92000003,d,Planned,,Paediatrics (medical),,162,236,-31.4
27616,20200621,S92000003,d,Planned,,Paediatrics (surgical),,18,40.5,-55.6
27617,20200621,S92000003,d,Planned,,Surgery,,832,2001.5,-58.4
27618,20200628,S08000015,,Planned,,All,d,32,88.5,-63.8
27619,20200628,S08000015,,Planned,,Paediatrics (medical & surgical),,8,10.5,-23.8
27620,20200628,S08000015,,Planned,,Paediatrics (medical),,8,10.5,-23.8
27621,20200628,S08000015,,Planned,,Surgery,,21,68,-69.1
27622,20200628,S08000016,,Planned,,All,d,19,35.5,-46.5
27623,20200628,S08000016,,Planned,,Community,,12,13.5,-11.1
27624,20200628,S08000016,,Planned,,Surgery,,5,19,-73.7
27625,20200628,S08000017,,Planned,,All,d,47,85,-44.7
27699,20200628,S92000003,d,Planned,,Paediatrics (surgical),,12,34,-64.7
27626,20200628,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,19,23,-17.4
27627,20200628,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,23,28,-17.9
27628,20200628,S08000017,,Planned,,Surgery,,22,39,-43.6
27629,20200628,S08000019,,Planned,,All,d,174,159.5,9.1
27630,20200628,S08000019,,Planned,,Cardiology,,6,1.5,300
27631,20200628,S08000019,,Planned,,Gynaecology,,5,10,-50
27632,20200628,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,131,67.5,94.1
27633,20200628,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,137,69,98.6
27634,20200628,S08000019,,Planned,,Paediatrics (medical & surgical),,6,6.5,-7.7
27635,20200628,S08000019,,Planned,,Paediatrics (medical),,6,6.5,-7.7
27636,20200628,S08000019,,Planned,,Surgery,,26,72,-63.9
27637,20200628,S08000020,,Planned,,All,d,151,397,-62
27638,20200628,S08000020,,Planned,,Cancer,,8,12,-33.3
27639,20200628,S08000020,,Planned,,Cardiology,,8,6.5,23.1
27640,20200628,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,29,98,-70.4
27641,20200628,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,45,116.5,-61.4
27642,20200628,S08000020,,Planned,,Surgery,,99,238.5,-58.5
27643,20200628,S08000022,,Planned,,All,d,80,185,-56.8
27644,20200628,S08000022,,Planned,,Cardiology,,5,7.5,-33.3
27645,20200628,S08000022,,Planned,,Community,,14,18,-22.2
27646,20200628,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,14,33.5,-58.2
27647,20200628,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,23,46.5,-50.5
27648,20200628,S08000022,,Planned,,Surgery,,36,102.5,-64.9
27649,20200628,S08000024,,Planned,,All,d,308,601.5,-48.8
27650,20200628,S08000024,,Planned,,Cancer,,42,41.5,1.2
27651,20200628,S08000024,,Planned,,Cardiology,,26,34.5,-24.6
27652,20200628,S08000024,,Planned,,Gynaecology,,12,31.5,-61.9
27653,20200628,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,50,115,-56.5
27654,20200628,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,118,191,-38.2
27655,20200628,S08000024,,Planned,,Paediatrics (medical & surgical),,18,18.5,-2.7
27656,20200628,S08000024,,Planned,,Paediatrics (medical),,14,13,7.7
27657,20200628,S08000024,,Planned,,Surgery,,160,357.5,-55.2
27658,20200628,S08000026,,Planned,,All,d,8,4.5,77.8
27659,20200628,S08000026,,Planned,,Surgery,,6,3,100
27660,20200628,S08000028,,Planned,,All,d,9,16.5,-45.5
27661,20200628,S08000029,,Planned,,All,d,61,133.5,-54.3
27662,20200628,S08000029,,Planned,,Community,,8,6.5,23.1
27737,20200705,S08000024,,Planned,,All,d,280,547,-48.8
27663,20200628,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,22,16,37.5
27664,20200628,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,23,20,15
27665,20200628,S08000029,,Planned,,Surgery,,25,79,-68.4
27666,20200628,S08000030,,Planned,,All,d,112,296,-62.2
27667,20200628,S08000030,,Planned,,Cancer,,5,8,-37.5
27668,20200628,S08000030,,Planned,,Cardiology,,5,9,-44.4
27669,20200628,S08000030,,Planned,,Gynaecology,,9,26,-65.4
27670,20200628,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,31,54,-42.6
27671,20200628,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,41,71,-42.3
27672,20200628,S08000030,,Planned,,Surgery,,53,171.5,-69.1
27673,20200628,S08000031,,Planned,,All,d,817,1401.5,-41.7
27674,20200628,S08000031,,Planned,,Cancer,,58,60.5,-4.1
27675,20200628,S08000031,,Planned,,Cardiology,,16,62.5,-74.4
27676,20200628,S08000031,,Planned,,Gynaecology,,54,97.5,-44.6
27677,20200628,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,220,365,-39.7
27678,20200628,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,294,488,-39.8
27679,20200628,S08000031,,Planned,,Paediatrics (medical & surgical),,65,66,-1.5
27680,20200628,S08000031,,Planned,,Paediatrics (medical),,58,45.5,27.5
27681,20200628,S08000031,,Planned,,Paediatrics (surgical),,7,20.5,-65.9
27682,20200628,S08000031,,Planned,,Surgery,,404,747.5,-46
27683,20200628,S08000032,,Planned,,All,d,198,237.5,-16.6
27684,20200628,S08000032,,Planned,,Cardiology,,7,4,75
27685,20200628,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,58,19.5,197.4
27686,20200628,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,65,24,170.8
27687,20200628,S08000032,,Planned,,Paediatrics (medical & surgical),,88,87,1.1
27688,20200628,S08000032,,Planned,,Paediatrics (medical),,88,87,1.1
27689,20200628,S08000032,,Planned,,Surgery,,44,113.5,-61.2
27690,20200628,S92000003,d,Planned,,All,d,2017,3644.5,-44.7
27691,20200628,S92000003,d,Planned,,Cancer,,117,128.5,-8.9
27692,20200628,S92000003,d,Planned,,Cardiology,,81,136.5,-40.7
27693,20200628,S92000003,d,Planned,,Community,,44,60.5,-27.3
27694,20200628,S92000003,d,Planned,,Gynaecology,,89,230.5,-61.4
27695,20200628,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,581,805.5,-27.9
27696,20200628,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,779,1070.5,-27.2
27697,20200628,S92000003,d,Planned,,Paediatrics (medical & surgical),,196,246.5,-20.5
27698,20200628,S92000003,d,Planned,,Paediatrics (medical),,184,212.5,-13.4
27700,20200628,S92000003,d,Planned,,Surgery,,904,2024,-55.3
27701,20200705,S08000015,,Planned,,All,d,52,96.5,-46.1
27702,20200705,S08000015,,Planned,,Medical (excl. Cardiology & Cancer),,7,11.5,-39.1
27703,20200705,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,9,13.5,-33.3
27704,20200705,S08000015,,Planned,,Paediatrics (medical & surgical),,5,6.5,-23.1
27705,20200705,S08000015,,Planned,,Paediatrics (medical),,5,6.5,-23.1
27706,20200705,S08000015,,Planned,,Surgery,,38,76.5,-50.3
27707,20200705,S08000016,,Planned,,All,d,25,35.5,-29.6
27708,20200705,S08000016,,Planned,,Community,,18,11.5,56.5
27709,20200705,S08000017,,Planned,,All,d,55,78.5,-29.9
27710,20200705,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,23,21,9.5
27711,20200705,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,24,25,-4
27712,20200705,S08000017,,Planned,,Surgery,,21,34.5,-39.1
27713,20200705,S08000019,,Planned,,All,d,76,201.5,-62.3
27714,20200705,S08000019,,Planned,,Cardiology,,5,4.5,11.1
27715,20200705,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,27,97,-72.2
27716,20200705,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,32,101.5,-68.5
27717,20200705,S08000019,,Planned,,Paediatrics (medical & surgical),,8,14,-42.9
27718,20200705,S08000019,,Planned,,Paediatrics (medical),,8,14,-42.9
27719,20200705,S08000019,,Planned,,Surgery,,33,76,-56.6
27720,20200705,S08000020,,Planned,,All,d,160,359.5,-55.5
27721,20200705,S08000020,,Planned,,Cancer,,5,12,-58.3
27722,20200705,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,32,100.5,-68.2
27723,20200705,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,39,119.5,-67.4
27724,20200705,S08000020,,Planned,,Paediatrics (medical & surgical),,12,12,0
27725,20200705,S08000020,,Planned,,Paediatrics (medical),,8,5.5,45.5
27726,20200705,S08000020,,Planned,,Surgery,,102,202.5,-49.6
27727,20200705,S08000022,,Planned,,All,d,106,179,-40.8
27728,20200705,S08000022,,Planned,,Cancer,,6,8.5,-29.4
27729,20200705,S08000022,,Planned,,Cardiology,,7,6.5,7.7
27730,20200705,S08000022,,Planned,,Community,,13,21.5,-39.5
27731,20200705,S08000022,,Planned,,Gynaecology,,6,7.5,-20
27732,20200705,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,25,47,-46.8
27733,20200705,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,38,62,-38.7
27734,20200705,S08000022,,Planned,,Paediatrics (medical & surgical),,7,5.5,27.3
27735,20200705,S08000022,,Planned,,Paediatrics (medical),,7,5.5,27.3
27736,20200705,S08000022,,Planned,,Surgery,,42,82.5,-49.1
27738,20200705,S08000024,,Planned,,Cancer,,46,44,4.5
27739,20200705,S08000024,,Planned,,Cardiology,,23,34.5,-33.3
27740,20200705,S08000024,,Planned,,Gynaecology,,12,29.5,-59.3
27741,20200705,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,28,93,-69.9
27742,20200705,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,97,171.5,-43.4
27743,20200705,S08000024,,Planned,,Paediatrics (medical & surgical),,19,24.5,-22.4
27744,20200705,S08000024,,Planned,,Paediatrics (medical),,16,15.5,3.2
27745,20200705,S08000024,,Planned,,Surgery,,151,319,-52.7
27746,20200705,S08000028,,Planned,,All,d,38,14,171.4
27747,20200705,S08000028,,Planned,,Medical (excl. Cardiology & Cancer),,36,2,1700
27748,20200705,S08000028,,Planned,,Medical (incl. Cardiology & Cancer),,36,2,1700
27749,20200705,S08000029,,Planned,,All,d,56,115.5,-51.5
27750,20200705,S08000029,,Planned,,Community,,6,7.5,-20
31251,20210404,S08000024,,Planned,,Cardiology,,27,41.5,-34.9
31252,20210404,S08000024,,Planned,,Gynaecology,,21,27.5,-23.6
31253,20210404,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,79,97.5,-19
31254,20210404,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,134,158.5,-15.5
31255,20210404,S08000024,,Planned,,Paediatrics (medical & surgical),,29,21,38.1
31256,20210404,S08000024,,Planned,,Paediatrics (medical),,22,18.5,18.9
31257,20210404,S08000024,,Planned,,Paediatrics (surgical),,7,2.5,180
31258,20210404,S08000024,,Planned,,Surgery,,213,326,-34.7
31259,20210404,S08000025,,Planned,,All,d,5,7,-28.6
31260,20210404,S08000028,,Planned,,All,d,6,8.5,-29.4
31261,20210404,S08000029,,Planned,,All,d,90,114.5,-21.4
31262,20210404,S08000029,,Planned,,Community,,5,3,66.7
31263,20210404,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,11,17.5,-37.1
31264,20210404,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,13,21.5,-39.5
31265,20210404,S08000029,,Planned,,Surgery,,68,72,-5.6
31266,20210404,S08000030,,Planned,,All,d,149,263,-43.3
31267,20210404,S08000030,,Planned,,Cardiology,,7,11,-36.4
31268,20210404,S08000030,,Planned,,Gynaecology,,13,18,-27.8
31269,20210404,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,31,39.5,-21.5
31270,20210404,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,42,56.5,-25.7
31271,20210404,S08000030,,Planned,,Paediatrics (medical & surgical),,13,21.5,-39.5
31272,20210404,S08000030,,Planned,,Paediatrics (medical),,12,19,-36.8
31273,20210404,S08000030,,Planned,,Surgery,,79,161.5,-51.1
31274,20210404,S08000031,,Planned,,All,d,958,1370.5,-30.1
27757,20200705,S08000030,,Planned,,Cardiology,,8,13,-38.5
27758,20200705,S08000030,,Planned,,Gynaecology,,9,14.5,-37.9
27759,20200705,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,29,44.5,-34.8
27760,20200705,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,44,62.5,-29.6
27761,20200705,S08000030,,Planned,,Surgery,,70,113,-38.1
27762,20200705,S08000031,,Planned,,All,d,750,1320.5,-43.2
27763,20200705,S08000031,,Planned,,Cancer,,39,62.5,-37.6
27764,20200705,S08000031,,Planned,,Cardiology,,22,50.5,-56.4
27765,20200705,S08000031,,Planned,,Gynaecology,,51,109.5,-53.4
27766,20200705,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,240,402.5,-40.4
27767,20200705,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,301,515.5,-41.6
27768,20200705,S08000031,,Planned,,Paediatrics (medical & surgical),,44,65,-32.3
27769,20200705,S08000031,,Planned,,Paediatrics (medical),,34,51,-33.3
27770,20200705,S08000031,,Planned,,Paediatrics (surgical),,10,14,-28.6
27771,20200705,S08000031,,Planned,,Surgery,,354,627.5,-43.6
27772,20200705,S08000032,,Planned,,All,d,143,239.5,-40.3
27773,20200705,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,16,27,-40.7
27774,20200705,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,18,30,-40
27775,20200705,S08000032,,Planned,,Paediatrics (medical & surgical),,97,88.5,9.6
27776,20200705,S08000032,,Planned,,Paediatrics (medical),,97,88.5,9.6
27777,20200705,S08000032,,Planned,,Surgery,,28,105.5,-73.5
27778,20200705,S92000003,d,Planned,,All,d,1877,3410.5,-45
27779,20200705,S92000003,d,Planned,,Cancer,,103,132.5,-22.3
27780,20200705,S92000003,d,Planned,,Cardiology,,74,129,-42.6
27781,20200705,S92000003,d,Planned,,Community,,48,66,-27.3
27782,20200705,S92000003,d,Planned,,Gynaecology,,96,213.5,-55
27783,20200705,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,481,864.5,-44.4
27784,20200705,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,658,1126,-41.6
27785,20200705,S92000003,d,Planned,,Paediatrics (medical & surgical),,198,245.5,-19.3
27786,20200705,S92000003,d,Planned,,Paediatrics (medical),,181,215.5,-16
27787,20200705,S92000003,d,Planned,,Paediatrics (surgical),,17,30,-43.3
27788,20200705,S92000003,d,Planned,,Surgery,,874,1749.5,-50
27789,20200712,S08000015,,Planned,,All,d,38,88.5,-57.1
27790,20200712,S08000015,,Planned,,Paediatrics (medical & surgical),,5,7.5,-33.3
27791,20200712,S08000015,,Planned,,Paediatrics (medical),,5,7.5,-33.3
