year,quarter,week_ending,hb,admission_type,specialty,number_admissions,average20182019,percent_variation
2021,4,2021-10-31,S08000015,Emergency,Paediatrics (medical),148,148.5,-0.3
2021,4,2021-10-31,S08000015,Emergency,Surgery,200,223,-10.3
2021,4,2021-10-31,S08000016,Emergency,All,179,225.5,-20.6
2021,4,2021-10-31,S08000016,Emergency,Cardiology,9,8.5,5.9
2021,4,2021-10-31,S08000016,Emergency,Medical (excl. Cardiology & Cancer),96,130.5,-26.4
2021,4,2021-10-31,S08000016,Emergency,Medical (incl. Cardiology & Cancer),105,139,-24.5
2021,4,2021-10-31,S08000016,Emergency,Paediatrics (medical & surgical),31,32,-3.1
2021,4,2021-10-31,S08000016,Emergency,Paediatrics (medical),31,32,-3.1
2021,4,2021-10-31,S08000017,Emergency,All,330,314.5,4.9
2021,4,2021-10-31,S08000017,Emergency,Community,15,22.5,-33.3
2021,4,2021-10-31,S08000017,Emergency,Gynaecology,12,11,9.1
2021,4,2021-10-31,S08000017,Emergency,Medical (excl. Cardiology & Cancer),172,166.5,3.3
2021,4,2021-10-31,S08000017,Emergency,Medical (incl. Cardiology & Cancer),174,167.5,3.9
2021,4,2021-10-31,S08000017,Emergency,Paediatrics (medical & surgical),55,30.5,80.3
2021,4,2021-10-31,S08000017,Emergency,Paediatrics (medical),55,30.5,80.3
2021,4,2021-10-31,S08000017,Emergency,Surgery,74,83,-10.8
2021,4,2021-10-31,S08000019,Emergency,All,566,867,-34.7
2021,4,2021-10-31,S08000019,Emergency,Gynaecology,11,29.5,-62.7
2021,4,2021-10-31,S08000019,Emergency,Medical (excl. Cardiology & Cancer),350,480.5,-27.2
2021,4,2021-10-31,S08000019,Emergency,Medical (incl. Cardiology & Cancer),351,481.5,-27.1
2021,4,2021-10-31,S08000019,Emergency,Paediatrics (medical & surgical),77,132.5,-41.9
2021,4,2021-10-31,S08000019,Emergency,Paediatrics (medical),77,132.5,-41.9
2021,4,2021-10-31,S08000019,Emergency,Surgery,124,215.5,-42.5
2021,4,2021-10-31,S08000020,Emergency,Accident & Emergency,24,41.5,-42.2
2021,4,2021-10-31,S08000020,Emergency,All,997,976.5,2.1
2021,4,2021-10-31,S08000020,Emergency,Cancer,27,22,22.7
2021,4,2021-10-31,S08000020,Emergency,Cardiology,41,27,51.9
2021,4,2021-10-31,S08000020,Emergency,Community,18,45,-60
2021,4,2021-10-31,S08000020,Emergency,Gynaecology,9,9,0
2021,4,2021-10-31,S08000020,Emergency,Medical (excl. Cardiology & Cancer),512,447.5,14.4
2021,4,2021-10-31,S08000020,Emergency,Medical (incl. Cardiology & Cancer),580,496.5,16.8
2021,4,2021-10-31,S08000020,Emergency,Paediatrics (medical & surgical),117,113,3.5
2021,4,2021-10-31,S08000020,Emergency,Paediatrics (medical),107,107.5,-0.5
2021,4,2021-10-31,S08000020,Emergency,Paediatrics (surgical),10,5.5,81.8
2021,4,2021-10-31,S08000020,Emergency,Surgery,249,271.5,-8.3
2021,4,2021-10-31,S08000022,Emergency,All,585,582.5,0.4
2021,4,2021-10-31,S08000022,Emergency,Cardiology,7,7,0
2021,4,2021-10-31,S08000022,Emergency,Community,51,79,-35.4
2021,4,2021-10-31,S08000022,Emergency,Medical (excl. Cardiology & Cancer),294,291,1
2021,4,2021-10-31,S08000022,Emergency,Medical (incl. Cardiology & Cancer),301,298.5,0.8
2021,4,2021-10-31,S08000022,Emergency,Paediatrics (medical & surgical),92,46.5,97.8
2021,4,2021-10-31,S08000022,Emergency,Paediatrics (medical),92,46.5,97.8
2021,4,2021-10-31,S08000022,Emergency,Surgery,137,142.5,-3.9
2021,4,2021-10-31,S08000024,Emergency,Accident & Emergency,220,126,74.6
2021,4,2021-10-31,S08000024,Emergency,All,1819,1734.5,4.9
2021,4,2021-10-31,S08000024,Emergency,Cancer,73,59,23.7
2021,4,2021-10-31,S08000024,Emergency,Cardiology,47,46,2.2
2021,4,2021-10-31,S08000024,Emergency,Gynaecology,23,24.5,-6.1
2021,4,2021-10-31,S08000024,Emergency,Medical (excl. Cardiology & Cancer),879,850.5,3.4
2021,4,2021-10-31,S08000024,Emergency,Medical (incl. Cardiology & Cancer),999,955.5,4.6
2021,4,2021-10-31,S08000024,Emergency,Paediatrics (medical & surgical),191,176.5,8.2
2021,4,2021-10-31,S08000024,Emergency,Paediatrics (medical),181,161.5,12.1
2021,4,2021-10-31,S08000024,Emergency,Paediatrics (surgical),10,15,-33.3
2021,4,2021-10-31,S08000024,Emergency,Surgery,386,452,-14.6
2021,4,2021-10-31,S08000025,Emergency,All,36,29,24.1
2021,4,2021-10-31,S08000025,Emergency,Medical (excl. Cardiology & Cancer),23,18,27.8
2021,4,2021-10-31,S08000025,Emergency,Medical (incl. Cardiology & Cancer),23,18,27.8
2021,4,2021-10-31,S08000025,Emergency,Surgery,12,11,9.1
2021,4,2021-10-31,S08000026,Emergency,All,31,32,-3.1
2021,4,2021-10-31,S08000026,Emergency,Medical (excl. Cardiology & Cancer),18,22,-18.2
2021,4,2021-10-31,S08000026,Emergency,Medical (incl. Cardiology & Cancer),18,22,-18.2
2021,4,2021-10-31,S08000026,Emergency,Surgery,13,10,30
2021,4,2021-10-31,S08000028,Emergency,All,53,51,3.9
2021,4,2021-10-31,S08000028,Emergency,Community,7,9.5,-26.3
2021,4,2021-10-31,S08000028,Emergency,Medical (excl. Cardiology & Cancer),25,24,4.2
2021,4,2021-10-31,S08000028,Emergency,Medical (incl. Cardiology & Cancer),25,24,4.2
2021,4,2021-10-31,S08000028,Emergency,Surgery,16,14.5,10.3
2021,4,2021-10-31,S08000029,Emergency,Accident & Emergency,67,66.5,0.8
2021,4,2021-10-31,S08000029,Emergency,All,795,802,-0.9
2021,4,2021-10-31,S08000029,Emergency,Cardiology,23,22.5,2.2
2021,4,2021-10-31,S08000029,Emergency,Community,12,7.5,60
2021,4,2021-10-31,S08000029,Emergency,Gynaecology,22,25.5,-13.7
2021,4,2021-10-31,S08000029,Emergency,Medical (excl. Cardiology & Cancer),395,441,-10.4
2021,4,2021-10-31,S08000029,Emergency,Medical (incl. Cardiology & Cancer),418,464,-9.9
2021,4,2021-10-31,S08000029,Emergency,Paediatrics (medical & surgical),111,84.5,31.4
2021,4,2021-10-31,S08000029,Emergency,Paediatrics (medical),111,84,32.1
2021,4,2021-10-31,S08000029,Emergency,Surgery,165,154,7.1
2021,4,2021-10-31,S08000030,Emergency,Accident & Emergency,105,55,90.9
2021,4,2021-10-31,S08000030,Emergency,All,1060,922,15
2021,4,2021-10-31,S08000030,Emergency,Cancer,14,20.5,-31.7
2021,4,2021-10-31,S08000030,Emergency,Cardiology,32,20,60
2021,4,2021-10-31,S08000030,Emergency,Community,6,8.5,-29.4
2021,4,2021-10-31,S08000030,Emergency,Gynaecology,11,17,-35.3
2021,4,2021-10-31,S08000030,Emergency,Medical (excl. Cardiology & Cancer),538,461,16.7
2021,4,2021-10-31,S08000030,Emergency,Medical (incl. Cardiology & Cancer),584,501.5,16.5
2021,4,2021-10-31,S08000030,Emergency,Paediatrics (medical & surgical),141,114,23.7
2021,4,2021-10-31,S08000030,Emergency,Paediatrics (medical),141,114,23.7
2021,4,2021-10-31,S08000030,Emergency,Surgery,213,226,-5.8
2021,4,2021-10-31,S08000031,Emergency,Accident & Emergency,41,39.5,3.8
2021,4,2021-10-31,S08000031,Emergency,All,2693,2710.5,-0.6
2021,4,2021-10-31,S08000031,Emergency,Cancer,35,26.5,32.1
2021,4,2021-10-31,S08000031,Emergency,Cardiology,86,84.5,1.8
2021,4,2021-10-31,S08000031,Emergency,Gynaecology,54,36,50
2021,4,2021-10-31,S08000031,Emergency,Medical (excl. Cardiology & Cancer),1481,1543,-4
2021,4,2021-10-31,S08000031,Emergency,Medical (incl. Cardiology & Cancer),1602,1654,-3.1
2021,4,2021-10-31,S08000031,Emergency,Paediatrics (medical & surgical),303,249.5,21.4
2021,4,2021-10-31,S08000031,Emergency,Paediatrics (medical),288,237,21.5
2021,4,2021-10-31,S08000031,Emergency,Paediatrics (surgical),15,12.5,20
2021,4,2021-10-31,S08000031,Emergency,Surgery,693,731,-5.2
2021,4,2021-10-31,S08000032,Emergency,Accident & Emergency,6,7,-14.3
2021,4,2021-10-31,S08000032,Emergency,All,1398,1487,-6
2021,4,2021-10-31,S08000032,Emergency,Cardiology,95,74,28.4
2021,4,2021-10-31,S08000032,Emergency,Gynaecology,22,23.5,-6.4
2021,4,2021-10-31,S08000032,Emergency,Medical (excl. Cardiology & Cancer),838,865,-3.1
2021,4,2021-10-31,S08000032,Emergency,Medical (incl. Cardiology & Cancer),933,939,-0.6
2021,4,2021-10-31,S08000032,Emergency,Paediatrics (medical & surgical),142,147.5,-3.7
2021,4,2021-10-31,S08000032,Emergency,Paediatrics (medical),142,147.5,-3.7
2021,4,2021-10-31,S08000032,Emergency,Surgery,295,370,-20.3
2021,4,2021-10-31,S92000003,Emergency,Accident & Emergency,474,365,29.9
2021,4,2021-10-31,S92000003,Emergency,All,11513,11747,-2
2021,4,2021-10-31,S92000003,Emergency,Cancer,149,129.5,15.1
2021,4,2021-10-31,S92000003,Emergency,Cardiology,359,298.5,20.3
2021,4,2021-11-14,S08000032,Emergency,Paediatrics (medical),114,176.5,-35.4
2021,4,2021-11-14,S08000032,Emergency,Surgery,294,378,-22.2
2021,4,2021-11-14,S92000003,Emergency,Accident & Emergency,419,426,-1.6
2021,4,2021-11-14,S92000003,Emergency,All,11804,12458.5,-5.3
2021,4,2021-11-14,S92000003,Emergency,Cancer,123,137,-10.2
2021,4,2021-11-14,S92000003,Emergency,Cardiology,392,337.5,16.1
2021,4,2021-11-07,S08000016,Emergency,Cardiology,7,5,40
2021,4,2021-11-07,S08000016,Emergency,Medical (excl. Cardiology & Cancer),106,130.5,-18.8
2021,4,2021-11-07,S08000016,Emergency,Medical (incl. Cardiology & Cancer),113,135.5,-16.6
2021,4,2021-11-07,S08000016,Emergency,Paediatrics (medical & surgical),25,42,-40.5
2021,4,2021-11-07,S08000016,Emergency,Paediatrics (medical),25,42,-40.5
2021,4,2021-11-07,S08000016,Emergency,Surgery,43,61.5,-30.1
2021,4,2021-11-07,S08000017,Emergency,All,342,355.5,-3.8
2021,4,2021-11-07,S08000017,Emergency,Community,17,18,-5.6
2021,4,2021-11-07,S08000017,Emergency,Gynaecology,7,15,-53.3
2021,4,2021-11-07,S08000017,Emergency,Medical (excl. Cardiology & Cancer),171,182,-6
2021,4,2021-11-07,S08000017,Emergency,Medical (incl. Cardiology & Cancer),172,182.5,-5.8
2021,4,2021-11-07,S08000017,Emergency,Paediatrics (medical & surgical),64,38.5,66.2
2021,4,2021-11-07,S08000017,Emergency,Paediatrics (medical),64,38.5,66.2
2021,4,2021-11-07,S08000017,Emergency,Surgery,82,101.5,-19.2
2021,4,2021-11-07,S08000019,Emergency,All,637,828.5,-23.1
2021,4,2021-11-07,S08000019,Emergency,Gynaecology,21,17,23.5
2021,4,2021-11-07,S08000019,Emergency,Medical (excl. Cardiology & Cancer),384,485,-20.8
2021,4,2021-11-07,S08000019,Emergency,Medical (incl. Cardiology & Cancer),384,486,-21
2021,4,2021-11-07,S08000019,Emergency,Paediatrics (medical & surgical),104,121.5,-14.4
2021,4,2021-11-07,S08000019,Emergency,Paediatrics (medical),104,120.5,-13.7
2021,4,2021-11-07,S08000019,Emergency,Surgery,126,190.5,-33.9
2021,4,2021-11-07,S08000020,Emergency,Accident & Emergency,26,55,-52.7
2021,4,2021-11-07,S08000020,Emergency,All,1066,1033,3.2
2021,4,2021-11-07,S08000020,Emergency,Cancer,33,19,73.7
2021,4,2021-11-07,S08000020,Emergency,Cardiology,44,40,10
2021,4,2021-11-07,S08000020,Emergency,Community,17,42,-59.5
2021,4,2021-11-07,S08000020,Emergency,Gynaecology,6,15,-60
2021,4,2021-11-07,S08000020,Emergency,Medical (excl. Cardiology & Cancer),508,459,10.7
2021,4,2021-11-07,S08000020,Emergency,Medical (incl. Cardiology & Cancer),585,518,12.9
2021,4,2021-11-07,S08000020,Emergency,Paediatrics (medical & surgical),127,119,6.7
2021,4,2021-11-07,S08000020,Emergency,Paediatrics (medical),116,108,7.4
2021,4,2021-11-07,S08000020,Emergency,Paediatrics (surgical),11,11,0
2021,4,2021-11-07,S08000020,Emergency,Surgery,305,283,7.8
2021,4,2021-11-07,S08000022,Emergency,All,570,637,-10.5
2021,4,2021-11-07,S08000022,Emergency,Cardiology,9,9,0
2021,4,2021-11-07,S08000022,Emergency,Community,43,80.5,-46.6
2021,4,2021-11-07,S08000022,Emergency,Gynaecology,13,18.5,-29.7
2021,4,2021-11-07,S08000022,Emergency,Medical (excl. Cardiology & Cancer),274,300.5,-8.8
2021,4,2021-11-07,S08000022,Emergency,Medical (incl. Cardiology & Cancer),283,310,-8.7
2021,4,2021-11-07,S08000022,Emergency,Paediatrics (medical & surgical),86,57.5,49.6
2021,4,2021-11-07,S08000022,Emergency,Paediatrics (medical),86,57.5,49.6
2021,4,2021-11-07,S08000022,Emergency,Surgery,145,170.5,-15
2021,4,2021-11-07,S08000024,Emergency,Accident & Emergency,189,125.5,50.6
2021,4,2021-11-07,S08000024,Emergency,All,1751,1696.5,3.2
2021,4,2021-11-07,S08000024,Emergency,Cancer,34,55.5,-38.7
2021,4,2021-11-07,S08000024,Emergency,Cardiology,58,37.5,54.7
2021,4,2021-11-07,S08000024,Emergency,Gynaecology,24,25.5,-5.9
2021,4,2021-11-07,S08000024,Emergency,Medical (excl. Cardiology & Cancer),831,831.5,-0.1
2021,4,2021-11-07,S08000024,Emergency,Medical (incl. Cardiology & Cancer),923,924.5,-0.2
2021,4,2021-11-07,S08000024,Emergency,Paediatrics (medical & surgical),236,181.5,30
2021,4,2021-11-07,S08000024,Emergency,Paediatrics (medical),221,167,32.3
2021,4,2021-11-07,S08000024,Emergency,Paediatrics (surgical),15,14.5,3.4
2021,4,2021-11-07,S08000024,Emergency,Surgery,378,439.5,-14
2021,4,2021-11-07,S08000025,Emergency,All,35,30,16.7
2021,4,2021-11-07,S08000025,Emergency,Medical (excl. Cardiology & Cancer),27,20,35
2021,4,2021-11-07,S08000025,Emergency,Medical (incl. Cardiology & Cancer),27,20,35
2021,4,2021-11-07,S08000025,Emergency,Surgery,8,10,-20
2021,4,2021-11-07,S08000026,Emergency,All,32,34.5,-7.2
2021,4,2021-11-07,S08000026,Emergency,Medical (excl. Cardiology & Cancer),22,19,15.8
2021,4,2021-11-07,S08000026,Emergency,Medical (incl. Cardiology & Cancer),22,19,15.8
2021,4,2021-11-07,S08000026,Emergency,Surgery,10,15.5,-35.5
2021,4,2021-11-07,S08000028,Emergency,All,51,50,2
2021,4,2021-11-07,S08000028,Emergency,Community,9,8.5,5.9
2021,4,2021-11-07,S08000028,Emergency,Medical (excl. Cardiology & Cancer),23,25.5,-9.8
2021,4,2021-11-07,S08000028,Emergency,Medical (incl. Cardiology & Cancer),23,25.5,-9.8
2021,4,2021-11-07,S08000028,Emergency,Paediatrics (medical & surgical),9,2,350
2021,4,2021-11-07,S08000028,Emergency,Paediatrics (medical),9,2,350
2021,4,2021-11-07,S08000028,Emergency,Surgery,10,13.5,-25.9
2021,4,2021-11-07,S08000029,Emergency,Accident & Emergency,63,66,-4.5
2021,4,2021-11-07,S08000029,Emergency,All,848,801.5,5.8
2021,4,2021-11-07,S08000029,Emergency,Cardiology,26,27.5,-5.5
2021,4,2021-11-07,S08000029,Emergency,Community,6,5.5,9.1
2021,4,2021-11-07,S08000029,Emergency,Gynaecology,19,15.5,22.6
2021,4,2021-11-07,S08000029,Emergency,Medical (excl. Cardiology & Cancer),388,408,-4.9
2021,4,2021-11-07,S08000029,Emergency,Medical (incl. Cardiology & Cancer),414,435.5,-4.9
2021,4,2021-11-07,S08000029,Emergency,Paediatrics (medical & surgical),153,95.5,60.2
2021,4,2021-11-07,S08000029,Emergency,Paediatrics (medical),153,95.5,60.2
2021,4,2021-11-07,S08000029,Emergency,Surgery,193,183.5,5.2
2021,4,2021-11-07,S08000030,Emergency,Accident & Emergency,81,74.5,8.7
2021,4,2021-11-07,S08000030,Emergency,All,1083,977,10.8
2021,4,2021-11-07,S08000030,Emergency,Cancer,13,21.5,-39.5
2021,4,2021-11-07,S08000030,Emergency,Cardiology,27,24.5,10.2
2021,4,2021-11-07,S08000030,Emergency,Gynaecology,13,15.5,-16.1
2021,4,2021-11-07,S08000030,Emergency,Medical (excl. Cardiology & Cancer),576,494,16.6
2021,4,2021-11-07,S08000030,Emergency,Medical (incl. Cardiology & Cancer),616,540,14.1
2021,4,2021-11-07,S08000030,Emergency,Paediatrics (medical & surgical),147,115.5,27.3
2021,4,2021-11-07,S08000030,Emergency,Paediatrics (medical),147,115.5,27.3
2021,4,2021-11-07,S08000030,Emergency,Surgery,226,224.5,0.7
2021,4,2021-11-07,S08000031,Emergency,Accident & Emergency,46,43.5,5.7
2021,4,2021-11-07,S08000031,Emergency,All,2874,2755.5,4.3
2021,4,2021-11-07,S08000031,Emergency,Cancer,31,18.5,67.6
2021,4,2021-11-07,S08000031,Emergency,Cardiology,64,93,-31.2
2021,4,2021-11-07,S08000031,Emergency,Gynaecology,72,32.5,121.5
2021,4,2021-11-07,S08000031,Emergency,Medical (excl. Cardiology & Cancer),1646,1535.5,7.2
2021,4,2021-11-07,S08000031,Emergency,Medical (incl. Cardiology & Cancer),1741,1647,5.7
2021,4,2021-11-07,S08000031,Emergency,Paediatrics (medical & surgical),284,262,8.4
2021,4,2021-11-07,S08000031,Emergency,Paediatrics (medical),262,245.5,6.7
2021,4,2021-11-07,S08000031,Emergency,Paediatrics (surgical),22,16.5,33.3
2021,4,2021-11-07,S08000031,Emergency,Surgery,731,770.5,-5.1
2021,4,2021-11-07,S08000032,Emergency,All,1315,1473,-10.7
2021,4,2021-11-07,S08000032,Emergency,Cardiology,79,72.5,9
2021,4,2021-11-07,S08000032,Emergency,Gynaecology,20,26.5,-24.5
2021,4,2021-11-07,S08000032,Emergency,Medical (excl. Cardiology & Cancer),834,850,-1.9
2021,4,2021-11-07,S08000032,Emergency,Medical (incl. Cardiology & Cancer),913,922.5,-1
2021,4,2021-11-07,S08000032,Emergency,Paediatrics (medical & surgical),114,139,-18
2021,4,2021-11-07,S08000032,Emergency,Paediatrics (medical),114,139,-18
2021,4,2021-11-07,S08000032,Emergency,Surgery,265,380.5,-30.4
2021,4,2021-11-07,S92000003,Emergency,Accident & Emergency,420,393.5,6.7
2021,4,2021-11-07,S92000003,Emergency,All,11747,11972,-1.9
2021,4,2021-11-07,S92000003,Emergency,Cancer,111,115,-3.5
2021,4,2021-11-07,S92000003,Emergency,Cardiology,327,324,0.9
2021,4,2021-11-07,S92000003,Emergency,Community,94,165,-43
2021,4,2021-11-07,S92000003,Emergency,Gynaecology,195,181.5,7.4
2021,4,2021-11-07,S92000003,Emergency,Medical (excl. Cardiology & Cancer),6358,6372,-0.2
2021,4,2021-11-07,S92000003,Emergency,Medical (incl. Cardiology & Cancer),6796,6811,-0.2
2021,4,2021-11-07,S92000003,Emergency,Paediatrics (medical & surgical),1519,1327.5,14.4
2021,4,2021-11-07,S92000003,Emergency,Paediatrics (medical),1471,1284.5,14.5
2021,4,2021-11-07,S92000003,Emergency,Paediatrics (surgical),48,43,11.6
2021,4,2021-11-07,S92000003,Emergency,Surgery,2723,3092.5,-11.9
2021,4,2021-11-14,S08000015,Emergency,Accident & Emergency,13,37.5,-65.3
2021,4,2021-11-14,S08000015,Emergency,All,943,1071.5,-12
2021,4,2021-11-14,S08000015,Emergency,Cardiology,19,15.5,22.6
2021,4,2021-11-14,S08000015,Emergency,Medical (excl. Cardiology & Cancer),583,613,-4.9
2021,4,2021-11-14,S08000015,Emergency,Medical (incl. Cardiology & Cancer),602,628.5,-4.2
2021,4,2021-11-14,S08000015,Emergency,Paediatrics (medical & surgical),151,181.5,-16.8
2021,4,2021-11-14,S08000015,Emergency,Paediatrics (medical),151,181.5,-16.8
2021,4,2021-11-14,S08000015,Emergency,Surgery,177,224,-21
2021,4,2021-11-14,S08000016,Emergency,All,214,236,-9.3
2021,4,2021-11-14,S08000016,Emergency,Cardiology,11,6,83.3
2021,4,2021-11-14,S08000016,Emergency,Medical (excl. Cardiology & Cancer),109,132,-17.4
2021,4,2021-11-14,S08000016,Emergency,Medical (incl. Cardiology & Cancer),120,138,-13
2021,4,2021-11-14,S08000016,Emergency,Paediatrics (medical & surgical),37,35.5,4.2
2021,4,2021-11-14,S08000016,Emergency,Paediatrics (medical),37,35.5,4.2
2021,4,2021-11-14,S08000016,Emergency,Surgery,55,58.5,-6
2021,4,2021-11-14,S08000017,Emergency,All,340,342,-0.6
2021,4,2021-11-14,S08000017,Emergency,Community,15,19,-21.1
2021,4,2021-11-14,S08000017,Emergency,Gynaecology,8,11.5,-30.4
2021,4,2021-11-14,S08000017,Emergency,Medical (excl. Cardiology & Cancer),176,173.5,1.4
2021,4,2021-11-14,S08000017,Emergency,Medical (incl. Cardiology & Cancer),176,174,1.1
2021,4,2021-11-14,S08000017,Emergency,Paediatrics (medical & surgical),54,48,12.5
2021,4,2021-11-14,S08000017,Emergency,Paediatrics (medical),54,48,12.5
2021,4,2021-11-14,S08000017,Emergency,Surgery,87,89.5,-2.8
2021,4,2021-11-14,S08000019,Emergency,Accident & Emergency,10,3.5,185.7
2021,4,2021-11-14,S08000019,Emergency,All,705,873.5,-19.3
2021,4,2021-11-14,S08000019,Emergency,Gynaecology,19,29,-34.5
2021,4,2021-11-14,S08000019,Emergency,Medical (excl. Cardiology & Cancer),413,478.5,-13.7
2021,4,2021-11-14,S08000019,Emergency,Medical (incl. Cardiology & Cancer),413,481.5,-14.2
2021,4,2021-11-14,S08000019,Emergency,Paediatrics (medical & surgical),123,156.5,-21.4
2021,4,2021-11-14,S08000019,Emergency,Paediatrics (medical),123,156,-21.2
2021,4,2021-11-14,S08000019,Emergency,Surgery,140,203,-31
2021,4,2021-11-14,S08000020,Emergency,Accident & Emergency,35,53.5,-34.6
2021,4,2021-11-14,S08000020,Emergency,All,1043,1063,-1.9
2021,4,2021-11-14,S08000020,Emergency,Cancer,24,21.5,11.6
2021,4,2021-11-14,S08000020,Emergency,Cardiology,47,30,56.7
2021,4,2021-11-14,S08000020,Emergency,Community,22,47,-53.2
2021,4,2021-11-14,S08000020,Emergency,Gynaecology,10,12.5,-20
2021,4,2021-11-14,S08000020,Emergency,Medical (excl. Cardiology & Cancer),519,475,9.3
2021,4,2021-11-14,S08000020,Emergency,Medical (incl. Cardiology & Cancer),590,526.5,12.1
2021,4,2021-11-14,S08000020,Emergency,Paediatrics (medical & surgical),146,138,5.8
2021,4,2021-11-14,S08000020,Emergency,Paediatrics (medical),135,125.5,7.6
2021,4,2021-11-14,S08000020,Emergency,Paediatrics (surgical),11,12.5,-12
2021,4,2021-11-14,S08000020,Emergency,Surgery,240,285,-15.8
2021,4,2021-11-14,S08000022,Emergency,All,612,633.5,-3.4
2021,4,2021-11-14,S08000022,Emergency,Cardiology,7,7,0
2021,4,2021-11-14,S08000022,Emergency,Community,54,85.5,-36.8
2021,4,2021-11-14,S08000022,Emergency,Gynaecology,17,21.5,-20.9
2021,4,2021-11-14,S08000022,Emergency,Medical (excl. Cardiology & Cancer),282,282.5,-0.2
2021,4,2021-11-14,S08000022,Emergency,Medical (incl. Cardiology & Cancer),289,291,-0.7
2021,4,2021-11-14,S08000022,Emergency,Paediatrics (medical & surgical),98,74,32.4
2021,4,2021-11-14,S08000022,Emergency,Paediatrics (medical),98,74,32.4
2021,4,2021-11-14,S08000022,Emergency,Surgery,154,161.5,-4.6
2021,4,2021-11-14,S08000024,Emergency,Accident & Emergency,177,142,24.6
2021,4,2021-11-14,S08000024,Emergency,All,1689,1779.5,-5.1
2021,4,2021-11-14,S08000024,Emergency,Cancer,44,66,-33.3
2021,4,2021-11-14,S08000024,Emergency,Cardiology,40,43,-7
2021,4,2021-11-14,S08000024,Emergency,Gynaecology,13,27,-51.9
2021,4,2021-11-14,S08000024,Emergency,Medical (excl. Cardiology & Cancer),806,858,-6.1
2021,4,2021-11-14,S08000024,Emergency,Medical (incl. Cardiology & Cancer),890,967,-8
2021,4,2021-11-14,S08000024,Emergency,Paediatrics (medical & surgical),211,211,0
2021,4,2021-11-14,S08000024,Emergency,Paediatrics (medical),192,195,-1.5
