year,quarter,hb,location,admission_type,simd,episodes,length_of_episode,average_length_of_episode,stays,length_of_stay,average_length_of_stay
2017,4,S08000032,L308H,Not Specified,4,0,0,NA,10,45,4.5
2018,1,S08000032,L308H,Not Specified,4,0,0,NA,5,35,7
2018,2,S08000032,L308H,Not Specified,4,0,0,NA,5,16,3.2
2018,3,S08000032,L308H,Not Specified,4,0,0,NA,0,12,NA
2018,4,S08000032,L308H,Not Specified,4,0,0,NA,5,66,13.2
2019,1,S08000032,L308H,Not Specified,4,0,0,NA,5,47,9.4
2019,2,S08000032,L308H,Not Specified,4,0,0,NA,5,22,4.4
2019,3,S08000032,L308H,Not Specified,4,0,0,NA,5,33,6.6
2019,4,S08000032,L308H,Not Specified,4,0,0,NA,5,230,46
2020,1,S08000032,L308H,Not Specified,4,0,0,NA,5,30,6
2020,2,S08000032,L308H,Not Specified,4,0,0,NA,5,25,5
2020,3,S08000032,L308H,Not Specified,4,0,0,NA,5,26,5.2
2020,4,S08000032,L308H,Not Specified,4,0,0,NA,0,16,NA
2021,1,S08000032,L308H,Not Specified,4,0,0,NA,0,9,NA
2021,2,S08000032,L308H,Not Specified,4,0,0,NA,22,125,5.68181818181818
2016,2,S08000032,L308H,Not Specified,5,0,0,NA,0,14,NA
2016,4,S08000032,L308H,Not Specified,5,0,0,NA,0,5,NA
2017,2,S08000032,L308H,Not Specified,5,0,0,NA,0,0,NA
2017,3,S08000032,L308H,Not Specified,5,0,0,NA,0,5,NA
2017,4,S08000032,L308H,Not Specified,5,0,0,NA,0,0,NA
2018,1,S08000032,L308H,Not Specified,5,0,0,NA,5,17,3.4
2018,2,S08000032,L308H,Not Specified,5,0,0,NA,0,11,NA
2018,3,S08000032,L308H,Not Specified,5,0,0,NA,5,5,1
2018,4,S08000032,L308H,Not Specified,5,0,0,NA,0,22,NA
2019,1,S08000032,L308H,Not Specified,5,0,0,NA,5,31,6.2
2019,2,S08000032,L308H,Not Specified,5,0,0,NA,0,0,NA
2019,3,S08000032,L308H,Not Specified,5,0,0,NA,0,5,NA
2019,4,S08000032,L308H,Not Specified,5,0,0,NA,5,13,2.6
2020,1,S08000032,L308H,Not Specified,5,0,0,NA,0,9,NA
2020,2,S08000032,L308H,Not Specified,5,0,0,NA,0,0,NA
2020,3,S08000032,L308H,Not Specified,5,0,0,NA,0,5,NA
2020,4,S08000032,L308H,Not Specified,5,0,0,NA,0,13,NA
2021,1,S08000032,L308H,Not Specified,5,0,0,NA,0,7,NA
2017,4,S08000024,S308H,Not Specified,NA,0,0,NA,0,0,NA
2021,2,S08000032,L308H,Not Specified,5,0,0,NA,15,95,6.33333333333333
2019,1,S08000032,L308H,Not Specified,NA,0,0,NA,0,6,NA
2021,2,S08000032,L308H,Not Specified,NA,0,0,NA,0,0,NA
2016,2,S08000024,S08000024,Not Specified,1,0,0,NA,15,660,44
2016,3,S08000024,S08000024,Not Specified,1,0,0,NA,13,120,9.23076923076923
2016,4,S08000024,S08000024,Not Specified,1,0,0,NA,17,1539,90.5294117647059
2017,1,S08000024,S08000024,Not Specified,1,0,0,NA,15,368,24.5333333333333
2017,2,S08000024,S08000024,Not Specified,1,0,0,NA,13,1255,96.5384615384615
2017,3,S08000024,S08000024,Not Specified,1,0,0,NA,13,150,11.5384615384615
2017,4,S08000024,S08000024,Not Specified,1,0,0,NA,18,542,30.1111111111111
2018,1,S08000024,S08000024,Not Specified,1,0,0,NA,17,302,17.7647058823529
2018,2,S08000024,S08000024,Not Specified,1,0,0,NA,14,339,24.2142857142857
2018,3,S08000024,S08000024,Not Specified,1,0,0,NA,10,310,31
2018,4,S08000024,S08000024,Not Specified,1,0,0,NA,19,374,19.6842105263158
2019,1,S08000024,S08000024,Not Specified,1,0,0,NA,5,82,16.4
2019,2,S08000024,S08000024,Not Specified,1,0,0,NA,17,299,17.5882352941176
2019,3,S08000024,S08000024,Not Specified,1,0,0,NA,13,353,27.1538461538462
2019,4,S08000024,S08000024,Not Specified,1,0,0,NA,17,353,20.7647058823529
2020,1,S08000024,S08000024,Not Specified,1,0,0,NA,11,621,56.4545454545455
2020,2,S08000024,S08000024,Not Specified,1,0,0,NA,5,187,37.4
2020,3,S08000024,S08000024,Not Specified,1,0,0,NA,18,495,27.5
2020,4,S08000024,S08000024,Not Specified,1,0,0,NA,15,459,30.6
2021,1,S08000024,S08000024,Not Specified,1,0,0,NA,12,156,13
2021,2,S08000024,S08000024,Not Specified,1,0,0,NA,16,328,20.5
2016,2,S08000024,S08000024,Not Specified,2,0,0,NA,23,454,19.7391304347826
2016,3,S08000024,S08000024,Not Specified,2,0,0,NA,27,1199,44.4074074074074
2016,4,S08000024,S08000024,Not Specified,2,0,0,NA,26,796,30.6153846153846
2017,1,S08000024,S08000024,Not Specified,2,0,0,NA,21,283,13.4761904761905
2017,2,S08000024,S08000024,Not Specified,2,0,0,NA,23,1402,60.9565217391304
2017,3,S08000024,S08000024,Not Specified,2,0,0,NA,23,499,21.695652173913
2017,4,S08000024,S08000024,Not Specified,2,0,0,NA,36,849,23.5833333333333
2018,1,S08000024,S08000024,Not Specified,2,0,0,NA,40,1539,38.475
2018,2,S08000024,S08000024,Not Specified,2,0,0,NA,25,753,30.12
2018,3,S08000024,S08000024,Not Specified,2,0,0,NA,26,1326,51
2018,4,S08000024,S08000024,Not Specified,2,0,0,NA,21,713,33.952380952381
2019,1,S08000024,S08000024,Not Specified,2,0,0,NA,29,1064,36.6896551724138
2019,2,S08000024,S08000024,Not Specified,2,0,0,NA,27,1090,40.3703703703704
2019,3,S08000024,S08000024,Not Specified,2,0,0,NA,24,716,29.8333333333333
2019,4,S08000024,S08000024,Not Specified,2,0,0,NA,24,386,16.0833333333333
2020,1,S08000024,S08000024,Not Specified,2,0,0,NA,16,295,18.4375
2020,2,S08000024,S08000024,Not Specified,2,0,0,NA,20,392,19.6
2020,3,S08000024,S08000024,Not Specified,2,0,0,NA,27,253,9.37037037037037
2020,4,S08000024,S08000024,Not Specified,2,0,0,NA,26,1139,43.8076923076923
2021,1,S08000024,S08000024,Not Specified,2,0,0,NA,23,503,21.8695652173913
2021,2,S08000024,S08000024,Not Specified,2,0,0,NA,26,561,21.5769230769231
2016,2,S08000024,S08000024,Not Specified,3,0,0,NA,22,730,33.1818181818182
2016,3,S08000024,S08000024,Not Specified,3,0,0,NA,36,726,20.1666666666667
2016,4,S08000024,S08000024,Not Specified,3,0,0,NA,18,466,25.8888888888889
2017,1,S08000024,S08000024,Not Specified,3,0,0,NA,19,1168,61.4736842105263
2017,2,S08000024,S08000024,Not Specified,3,0,0,NA,12,633,52.75
2017,3,S08000024,S08000024,Not Specified,3,0,0,NA,21,321,15.2857142857143
2017,4,S08000024,S08000024,Not Specified,3,0,0,NA,17,496,29.1764705882353
2018,1,S08000024,S08000024,Not Specified,3,0,0,NA,21,591,28.1428571428571
2018,2,S08000024,S08000024,Not Specified,3,0,0,NA,26,1232,47.3846153846154
2018,3,S08000024,S08000024,Not Specified,3,0,0,NA,20,304,15.2
2018,4,S08000024,S08000024,Not Specified,3,0,0,NA,22,933,42.4090909090909
2019,1,S08000024,S08000024,Not Specified,3,0,0,NA,15,451,30.0666666666667
2019,2,S08000024,S08000024,Not Specified,3,0,0,NA,14,757,54.0714285714286
2019,3,S08000024,S08000024,Not Specified,3,0,0,NA,29,597,20.5862068965517
2019,4,S08000024,S08000024,Not Specified,3,0,0,NA,16,172,10.75
2020,1,S08000024,S08000024,Not Specified,3,0,0,NA,11,360,32.7272727272727
2020,2,S08000024,S08000024,Not Specified,3,0,0,NA,12,173,14.4166666666667
2020,3,S08000024,S08000024,Not Specified,3,0,0,NA,16,237,14.8125
2020,4,S08000024,S08000024,Not Specified,3,0,0,NA,18,281,15.6111111111111
2021,1,S08000024,S08000024,Not Specified,3,0,0,NA,17,242,14.2352941176471
2021,2,S08000024,S08000024,Not Specified,3,0,0,NA,20,272,13.6
2016,2,S08000024,S08000024,Not Specified,4,0,0,NA,14,909,64.9285714285714
2016,3,S08000024,S08000024,Not Specified,4,0,0,NA,14,291,20.7857142857143
2016,4,S08000024,S08000024,Not Specified,4,0,0,NA,20,233,11.65
2017,1,S08000024,S08000024,Not Specified,4,0,0,NA,13,305,23.4615384615385
2017,2,S08000024,S08000024,Not Specified,4,0,0,NA,12,276,23
2017,3,S08000024,S08000024,Not Specified,4,0,0,NA,11,180,16.3636363636364
2017,4,S08000024,S08000024,Not Specified,4,0,0,NA,18,769,42.7222222222222
2018,1,S08000024,S08000024,Not Specified,4,0,0,NA,11,72,6.54545454545455
2018,2,S08000024,S08000024,Not Specified,4,0,0,NA,19,292,15.3684210526316
2018,3,S08000024,S08000024,Not Specified,4,0,0,NA,18,203,11.2777777777778
2018,4,S08000024,S08000024,Not Specified,4,0,0,NA,19,99,5.21052631578947
2019,1,S08000024,S08000024,Not Specified,4,0,0,NA,17,372,21.8823529411765
2019,2,S08000024,S08000024,Not Specified,4,0,0,NA,12,274,22.8333333333333
2019,3,S08000024,S08000024,Not Specified,4,0,0,NA,14,109,7.78571428571429
2019,4,S08000024,S08000024,Not Specified,4,0,0,NA,23,481,20.9130434782609
2020,1,S08000024,S08000024,Not Specified,4,0,0,NA,16,857,53.5625
2020,2,S08000024,S08000024,Not Specified,4,0,0,NA,10,115,11.5
2020,3,S08000024,S08000024,Not Specified,4,0,0,NA,13,447,34.3846153846154
2020,4,S08000024,S08000024,Not Specified,4,0,0,NA,17,334,19.6470588235294
2021,1,S08000024,S08000024,Not Specified,4,0,0,NA,5,128,25.6
2021,2,S08000024,S08000024,Not Specified,4,0,0,NA,17,571,33.5882352941176
2016,2,S08000024,S08000024,Not Specified,5,0,0,NA,10,2214,221.4
2016,3,S08000024,S08000024,Not Specified,5,0,0,NA,17,385,22.6470588235294
2016,4,S08000024,S08000024,Not Specified,5,0,0,NA,30,3231,107.7
2017,1,S08000024,S08000024,Not Specified,5,0,0,NA,21,672,32
2017,2,S08000024,S08000024,Not Specified,5,0,0,NA,27,4791,177.444444444444
2017,3,S08000024,S08000024,Not Specified,5,0,0,NA,17,626,36.8235294117647
2017,4,S08000024,S08000024,Not Specified,5,0,0,NA,20,683,34.15
2018,1,S08000024,S08000024,Not Specified,5,0,0,NA,18,416,23.1111111111111
2018,2,S08000024,S08000024,Not Specified,5,0,0,NA,30,662,22.0666666666667
2018,3,S08000024,S08000024,Not Specified,5,0,0,NA,19,301,15.8421052631579
2018,4,S08000024,S08000024,Not Specified,5,0,0,NA,19,609,32.0526315789474
2019,1,S08000024,S08000024,Not Specified,5,0,0,NA,14,182,13
2019,2,S08000024,S08000024,Not Specified,5,0,0,NA,14,51,3.64285714285714
2019,3,S08000024,S08000024,Not Specified,5,0,0,NA,20,302,15.1
2019,4,S08000024,S08000024,Not Specified,5,0,0,NA,24,554,23.0833333333333
2020,1,S08000024,S08000024,Not Specified,5,0,0,NA,22,767,34.8636363636364
2020,2,S08000024,S08000024,Not Specified,5,0,0,NA,19,560,29.4736842105263
2020,3,S08000024,S08000024,Not Specified,5,0,0,NA,22,511,23.2272727272727
2017,2,S08000024,S314H,Not Specified,1,0,0,NA,5,241,48.2
2017,3,S08000024,S314H,Not Specified,1,0,0,NA,5,52,10.4
2017,4,S08000024,S314H,Not Specified,1,0,0,NA,5,62,12.4
2018,1,S08000024,S314H,Not Specified,1,0,0,NA,5,52,10.4
2018,2,S08000024,S314H,Not Specified,1,0,0,NA,5,134,26.8
2018,3,S08000024,S314H,Not Specified,1,0,0,NA,5,29,5.8
2018,4,S08000024,S314H,Not Specified,1,0,0,NA,10,116,11.6
2019,1,S08000024,S314H,Not Specified,1,0,0,NA,0,7,NA
2019,2,S08000024,S314H,Not Specified,1,0,0,NA,10,188,18.8
2019,3,S08000024,S314H,Not Specified,1,0,0,NA,5,199,39.8
2019,4,S08000024,S314H,Not Specified,1,0,0,NA,5,20,4
2020,1,S08000024,S314H,Not Specified,1,0,0,NA,5,173,34.6
2020,2,S08000024,S314H,Not Specified,1,0,0,NA,5,12,2.4
2020,3,S08000024,S314H,Not Specified,1,0,0,NA,10,73,7.3
2020,4,S08000024,S314H,Not Specified,1,0,0,NA,10,367,36.7
2021,1,S08000024,S314H,Not Specified,1,0,0,NA,5,33,6.6
2021,2,S08000024,S314H,Not Specified,1,0,0,NA,5,206,41.2
2016,2,S08000024,S314H,Not Specified,2,0,0,NA,10,181,18.1
2016,3,S08000024,S314H,Not Specified,2,0,0,NA,10,204,20.4
2016,4,S08000024,S314H,Not Specified,2,0,0,NA,13,345,26.5384615384615
2017,1,S08000024,S314H,Not Specified,2,0,0,NA,5,78,15.6
2017,2,S08000024,S314H,Not Specified,2,0,0,NA,11,180,16.3636363636364
2017,3,S08000024,S314H,Not Specified,2,0,0,NA,10,163,16.3
2017,4,S08000024,S314H,Not Specified,2,0,0,NA,10,131,13.1
2018,1,S08000024,S314H,Not Specified,2,0,0,NA,14,504,36
2018,2,S08000024,S314H,Not Specified,2,0,0,NA,5,77,15.4
2018,3,S08000024,S314H,Not Specified,2,0,0,NA,10,116,11.6
2018,4,S08000024,S314H,Not Specified,2,0,0,NA,10,182,18.2
2019,1,S08000024,S314H,Not Specified,2,0,0,NA,14,235,16.7857142857143
2019,2,S08000024,S314H,Not Specified,2,0,0,NA,14,153,10.9285714285714
2019,3,S08000024,S314H,Not Specified,2,0,0,NA,10,132,13.2
2019,4,S08000024,S314H,Not Specified,2,0,0,NA,10,151,15.1
2020,1,S08000024,S314H,Not Specified,2,0,0,NA,5,89,17.8
2020,2,S08000024,S314H,Not Specified,2,0,0,NA,12,153,12.75
2020,3,S08000024,S314H,Not Specified,2,0,0,NA,15,128,8.53333333333333
2020,4,S08000024,S314H,Not Specified,2,0,0,NA,12,585,48.75
2021,1,S08000024,S314H,Not Specified,2,0,0,NA,15,194,12.9333333333333
2021,2,S08000024,S314H,Not Specified,2,0,0,NA,12,120,10
2016,2,S08000024,S314H,Not Specified,3,0,0,NA,13,110,8.46153846153846
2016,3,S08000024,S314H,Not Specified,3,0,0,NA,12,57,4.75
2016,4,S08000024,S314H,Not Specified,3,0,0,NA,5,134,26.8
2017,1,S08000024,S314H,Not Specified,3,0,0,NA,5,329,65.8
2017,2,S08000024,S314H,Not Specified,3,0,0,NA,5,324,64.8
2017,3,S08000024,S314H,Not Specified,3,0,0,NA,5,38,7.6
2017,4,S08000024,S314H,Not Specified,3,0,0,NA,5,98,19.6
2018,1,S08000024,S314H,Not Specified,3,0,0,NA,10,184,18.4
2018,2,S08000024,S314H,Not Specified,3,0,0,NA,10,183,18.3
2018,3,S08000024,S314H,Not Specified,3,0,0,NA,10,69,6.9
2018,4,S08000024,S314H,Not Specified,3,0,0,NA,10,57,5.7
2019,1,S08000024,S314H,Not Specified,3,0,0,NA,10,327,32.7
2019,2,S08000024,S314H,Not Specified,3,0,0,NA,5,35,7
2019,3,S08000024,S314H,Not Specified,3,0,0,NA,13,175,13.4615384615385
2019,4,S08000024,S314H,Not Specified,3,0,0,NA,11,45,4.09090909090909
2020,1,S08000024,S314H,Not Specified,3,0,0,NA,5,188,37.6
2020,2,S08000024,S314H,Not Specified,3,0,0,NA,5,13,2.6
2020,3,S08000024,S314H,Not Specified,3,0,0,NA,5,89,17.8
2020,4,S08000024,S314H,Not Specified,3,0,0,NA,5,27,5.4
2021,1,S08000024,S314H,Not Specified,3,0,0,NA,10,96,9.6
2021,2,S08000024,S314H,Not Specified,3,0,0,NA,10,136,13.6
2016,2,S08000024,S314H,Not Specified,4,0,0,NA,5,132,26.4
2016,3,S08000024,S314H,Not Specified,4,0,0,NA,5,36,7.2
2016,4,S08000024,S314H,Not Specified,4,0,0,NA,10,46,4.6
2017,1,S08000024,S314H,Not Specified,4,0,0,NA,10,47,4.7
2017,2,S08000024,S314H,Not Specified,4,0,0,NA,5,150,30
2017,3,S08000024,S314H,Not Specified,4,0,0,NA,0,0,NA
2017,4,S08000024,S314H,Not Specified,4,0,0,NA,5,13,2.6
2018,1,S08000024,S314H,Not Specified,4,0,0,NA,5,33,6.6
2018,2,S08000024,S314H,Not Specified,4,0,0,NA,10,205,20.5
2018,3,S08000024,S314H,Not Specified,4,0,0,NA,14,119,8.5
2018,4,S08000024,S314H,Not Specified,4,0,0,NA,11,63,5.72727272727273
2019,1,S08000024,S314H,Not Specified,4,0,0,NA,11,304,27.6363636363636
2019,2,S08000024,S314H,Not Specified,4,0,0,NA,5,21,4.2
2019,3,S08000024,S314H,Not Specified,4,0,0,NA,5,21,4.2
2019,4,S08000024,S314H,Not Specified,4,0,0,NA,5,112,22.4
2020,1,S08000024,S314H,Not Specified,4,0,0,NA,10,438,43.8
2020,2,S08000024,S314H,Not Specified,4,0,0,NA,5,42,8.4
2020,3,S08000024,S314H,Not Specified,4,0,0,NA,10,352,35.2
2020,4,S08000024,S314H,Not Specified,4,0,0,NA,11,220,20
2021,1,S08000024,S314H,Not Specified,4,0,0,NA,5,40,8
2021,2,S08000024,S314H,Not Specified,4,0,0,NA,5,17,3.4
2016,2,S08000024,S314H,Not Specified,5,0,0,NA,5,30,6
2016,3,S08000024,S314H,Not Specified,5,0,0,NA,5,161,32.2
2016,4,S08000024,S314H,Not Specified,5,0,0,NA,13,374,28.7692307692308
2017,1,S08000024,S314H,Not Specified,5,0,0,NA,10,168,16.8
2017,2,S08000024,S314H,Not Specified,5,0,0,NA,5,373,74.6
2017,3,S08000024,S314H,Not Specified,5,0,0,NA,5,106,21.2
2017,4,S08000024,S314H,Not Specified,5,0,0,NA,5,190,38
2018,1,S08000024,S314H,Not Specified,5,0,0,NA,5,145,29
2018,2,S08000024,S314H,Not Specified,5,0,0,NA,14,541,38.6428571428571
2018,3,S08000024,S314H,Not Specified,5,0,0,NA,10,185,18.5
2018,4,S08000024,S314H,Not Specified,5,0,0,NA,5,23,4.6
2019,1,S08000024,S314H,Not Specified,5,0,0,NA,5,91,18.2
2019,2,S08000024,S314H,Not Specified,5,0,0,NA,10,37,3.7
2019,3,S08000024,S314H,Not Specified,5,0,0,NA,12,209,17.4166666666667
2019,4,S08000024,S314H,Not Specified,5,0,0,NA,11,439,39.9090909090909
2020,1,S08000024,S314H,Not Specified,5,0,0,NA,5,44,8.8
2020,2,S08000024,S314H,Not Specified,5,0,0,NA,11,417,37.9090909090909
2020,3,S08000024,S314H,Not Specified,5,0,0,NA,10,20,2
2020,4,S08000024,S314H,Not Specified,5,0,0,NA,10,260,26
2021,1,S08000024,S314H,Not Specified,5,0,0,NA,10,19,1.9
2021,2,S08000024,S314H,Not Specified,5,0,0,NA,10,111,11.1
2016,2,S08000024,S314H,Not Specified,NA,0,0,NA,0,0,NA
2016,3,S08000024,S314H,Not Specified,NA,0,0,NA,0,5,NA
2017,1,S08000024,S314H,Not Specified,NA,0,0,NA,0,11,NA
2017,2,S08000024,S314H,Not Specified,NA,0,0,NA,0,14,NA
2017,3,S08000024,S314H,Not Specified,NA,0,0,NA,0,0,NA
2018,3,S08000024,S314H,Not Specified,NA,0,0,NA,0,6,NA
2018,4,S08000024,S314H,Not Specified,NA,0,0,NA,0,5,NA
2019,1,S08000024,S314H,Not Specified,NA,0,0,NA,0,0,NA
2019,2,S08000024,S314H,Not Specified,NA,0,0,NA,0,35,NA
2019,3,S08000024,S314H,Not Specified,NA,0,0,NA,0,0,NA
2020,4,S08000024,S314H,Not Specified,NA,0,0,NA,0,13,NA
2021,1,S08000024,S314H,Not Specified,NA,0,0,NA,0,7,NA
2021,2,S08000024,S314H,Not Specified,NA,0,0,NA,0,10,NA
2016,2,S08000024,S308H,Not Specified,1,0,0,NA,5,66,13.2
2016,3,S08000024,S308H,Not Specified,1,0,0,NA,5,56,11.2
2016,4,S08000024,S308H,Not Specified,1,0,0,NA,5,108,21.6
2017,1,S08000024,S308H,Not Specified,1,0,0,NA,5,15,3
2017,2,S08000024,S308H,Not Specified,1,0,0,NA,0,30,NA
2017,3,S08000024,S308H,Not Specified,1,0,0,NA,0,91,NA
2017,4,S08000024,S308H,Not Specified,1,0,0,NA,5,318,63.6
2018,1,S08000024,S308H,Not Specified,1,0,0,NA,5,85,17
2018,2,S08000024,S308H,Not Specified,1,0,0,NA,5,127,25.4
2019,1,S08000024,S308H,Not Specified,1,0,0,NA,0,58,NA
2019,2,S08000024,S308H,Not Specified,1,0,0,NA,5,8,1.6
2019,3,S08000024,S308H,Not Specified,1,0,0,NA,5,14,2.8
2019,4,S08000024,S308H,Not Specified,1,0,0,NA,5,67,13.4
2020,1,S08000024,S308H,Not Specified,1,0,0,NA,0,0,NA
2020,2,S08000024,S308H,Not Specified,1,0,0,NA,0,33,NA
2020,3,S08000024,S308H,Not Specified,1,0,0,NA,5,16,3.2
2020,4,S08000024,S308H,Not Specified,1,0,0,NA,5,27,5.4
2021,2,S08000024,S308H,Not Specified,1,0,0,NA,5,10,2
2016,2,S08000024,S308H,Not Specified,2,0,0,NA,10,229,22.9
2016,3,S08000024,S308H,Not Specified,2,0,0,NA,5,110,22
2016,4,S08000024,S308H,Not Specified,2,0,0,NA,10,310,31
2017,1,S08000024,S308H,Not Specified,2,0,0,NA,5,139,27.8
2017,2,S08000024,S308H,Not Specified,2,0,0,NA,5,62,12.4
2017,3,S08000024,S308H,Not Specified,2,0,0,NA,5,60,12
2017,4,S08000024,S308H,Not Specified,2,0,0,NA,14,457,32.6428571428571
2018,1,S08000024,S308H,Not Specified,2,0,0,NA,17,261,15.3529411764706
2018,2,S08000024,S308H,Not Specified,2,0,0,NA,5,142,28.4
2018,3,S08000024,S308H,Not Specified,2,0,0,NA,0,20,NA
2018,4,S08000024,S308H,Not Specified,2,0,0,NA,0,0,NA
2019,1,S08000024,S308H,Not Specified,2,0,0,NA,5,18,3.6
2019,2,S08000024,S308H,Not Specified,2,0,0,NA,5,25,5
2019,4,S08000024,S308H,Not Specified,2,0,0,NA,5,12,2.4
2020,1,S08000024,S308H,Not Specified,2,0,0,NA,5,27,5.4
2020,2,S08000024,S308H,Not Specified,2,0,0,NA,0,65,NA
2020,3,S08000024,S308H,Not Specified,2,0,0,NA,5,10,2
2020,4,S08000024,S308H,Not Specified,2,0,0,NA,5,69,13.8
2021,1,S08000024,S308H,Not Specified,2,0,0,NA,5,244,48.8
2021,2,S08000024,S308H,Not Specified,2,0,0,NA,0,6,NA
2016,2,S08000024,S308H,Not Specified,3,0,0,NA,0,22,NA
2016,3,S08000024,S308H,Not Specified,3,0,0,NA,10,261,26.1
2016,4,S08000024,S308H,Not Specified,3,0,0,NA,5,174,34.8
2017,1,S08000024,S308H,Not Specified,3,0,0,NA,0,116,NA
2017,2,S08000024,S308H,Not Specified,3,0,0,NA,5,198,39.6
2017,3,S08000024,S308H,Not Specified,3,0,0,NA,5,67,13.4
2017,4,S08000024,S308H,Not Specified,3,0,0,NA,5,80,16
2018,1,S08000024,S308H,Not Specified,3,0,0,NA,10,242,24.2
2018,2,S08000024,S308H,Not Specified,3,0,0,NA,5,35,7
2018,3,S08000024,S308H,Not Specified,3,0,0,NA,5,28,5.6
2018,4,S08000024,S308H,Not Specified,3,0,0,NA,5,128,25.6
2019,2,S08000024,S308H,Not Specified,3,0,0,NA,0,342,NA
2019,3,S08000024,S308H,Not Specified,3,0,0,NA,0,0,NA
2020,1,S08000024,S308H,Not Specified,3,0,0,NA,5,17,3.4
2020,2,S08000024,S308H,Not Specified,3,0,0,NA,5,12,2.4
2020,3,S08000024,S308H,Not Specified,3,0,0,NA,5,57,11.4
2020,4,S08000024,S308H,Not Specified,3,0,0,NA,5,30,6
2021,1,S08000024,S308H,Not Specified,3,0,0,NA,0,34,NA
2021,2,S08000024,S308H,Not Specified,3,0,0,NA,5,33,6.6
2016,2,S08000024,S308H,Not Specified,4,0,0,NA,0,10,NA
2016,3,S08000024,S308H,Not Specified,4,0,0,NA,0,0,NA
2016,4,S08000024,S308H,Not Specified,4,0,0,NA,0,94,NA
2017,1,S08000024,S308H,Not Specified,4,0,0,NA,0,7,NA
2017,2,S08000024,S308H,Not Specified,4,0,0,NA,0,0,NA
2017,3,S08000024,S308H,Not Specified,4,0,0,NA,5,88,17.6
2017,4,S08000024,S308H,Not Specified,4,0,0,NA,5,118,23.6
2018,1,S08000024,S308H,Not Specified,4,0,0,NA,5,33,6.6
2018,2,S08000024,S308H,Not Specified,4,0,0,NA,0,49,NA
2018,4,S08000024,S308H,Not Specified,4,0,0,NA,0,0,NA
2019,1,S08000024,S308H,Not Specified,4,0,0,NA,0,45,NA
2019,2,S08000024,S308H,Not Specified,4,0,0,NA,0,5,NA
2019,3,S08000024,S308H,Not Specified,4,0,0,NA,0,5,NA
2019,4,S08000024,S308H,Not Specified,4,0,0,NA,5,30,6
2020,2,S08000024,S308H,Not Specified,4,0,0,NA,0,5,NA
2020,3,S08000024,S308H,Not Specified,4,0,0,NA,0,13,NA
2020,4,S08000024,S308H,Not Specified,4,0,0,NA,0,13,NA
2021,1,S08000024,S308H,Not Specified,4,0,0,NA,0,68,NA
2021,2,S08000024,S308H,Not Specified,4,0,0,NA,0,0,NA
2016,3,S08000024,S308H,Not Specified,5,0,0,NA,0,87,NA
2016,4,S08000024,S308H,Not Specified,5,0,0,NA,5,47,9.4
2017,1,S08000024,S308H,Not Specified,5,0,0,NA,0,113,NA
2017,2,S08000024,S308H,Not Specified,5,0,0,NA,5,56,11.2
2017,3,S08000024,S308H,Not Specified,5,0,0,NA,5,139,27.8
2017,4,S08000024,S308H,Not Specified,5,0,0,NA,0,137,NA
2018,1,S08000024,S308H,Not Specified,5,0,0,NA,5,59,11.8
2018,2,S08000024,S308H,Not Specified,5,0,0,NA,5,14,2.8
2018,4,S08000024,S308H,Not Specified,5,0,0,NA,0,10,NA
2019,1,S08000024,S308H,Not Specified,5,0,0,NA,0,25,NA
2019,2,S08000024,S308H,Not Specified,5,0,0,NA,0,0,NA
2019,4,S08000024,S308H,Not Specified,5,0,0,NA,5,0,0
2020,1,S08000024,S308H,Not Specified,5,0,0,NA,0,70,NA
2020,3,S08000024,S308H,Not Specified,5,0,0,NA,5,42,8.4
2020,4,S08000024,S308H,Not Specified,5,0,0,NA,0,0,NA
2021,1,S08000024,S308H,Not Specified,5,0,0,NA,0,7,NA
2021,2,S08000024,S308H,Not Specified,5,0,0,NA,5,15,3
2018,3,S08000024,S308H,Not Specified,NA,0,0,NA,0,42,NA
2016,2,S08000024,S116H,Not Specified,1,0,0,NA,5,38,7.6
2016,3,S08000024,S116H,Not Specified,1,0,0,NA,5,15,3
2016,4,S08000024,S116H,Not Specified,1,0,0,NA,0,70,NA
2017,1,S08000024,S116H,Not Specified,1,0,0,NA,0,102,NA
2017,2,S08000024,S116H,Not Specified,1,0,0,NA,0,5,NA
2017,3,S08000024,S116H,Not Specified,1,0,0,NA,0,0,NA
2017,4,S08000024,S116H,Not Specified,1,0,0,NA,5,33,6.6
2018,1,S08000024,S116H,Not Specified,1,0,0,NA,5,77,15.4
2018,2,S08000024,S116H,Not Specified,1,0,0,NA,0,0,NA
2018,3,S08000024,S116H,Not Specified,1,0,0,NA,5,239,47.8
2018,4,S08000024,S116H,Not Specified,1,0,0,NA,5,120,24
2019,1,S08000024,S116H,Not Specified,1,0,0,NA,0,17,NA
2019,2,S08000024,S116H,Not Specified,1,0,0,NA,5,13,2.6
2019,3,S08000024,S116H,Not Specified,1,0,0,NA,0,65,NA
2020,4,S08000024,S116H,Not Specified,2,0,0,NA,5,20,4
2021,1,S08000024,S116H,Not Specified,2,0,0,NA,0,20,NA
2021,2,S08000024,S116H,Not Specified,2,0,0,NA,5,37,7.4
2016,2,S08000024,S116H,Not Specified,3,0,0,NA,5,589,117.8
2016,3,S08000024,S116H,Not Specified,3,0,0,NA,10,367,36.7
2016,4,S08000024,S116H,Not Specified,3,0,0,NA,0,114,NA
