local_authority,date_code,measurement,value,sex,age
Renfrewshire,2010-2012,95% Upper Confidence Limit,46.63,Female,35-39 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,37.78,Male,40-44 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,36.95,Male,40-44 years
Renfrewshire,2010-2012,Count,37.36,Male,40-44 years
Renfrewshire,2010-2012,Count,41.35,Female,40-44 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,40.96,Female,40-44 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,41.74,Female,40-44 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,32.51,Male,45-49 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,33.31,Male,45-49 years
Renfrewshire,2010-2012,Count,32.91,Male,45-49 years
Renfrewshire,2010-2012,Count,36.62,Female,45-49 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,36.24,Female,45-49 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,37,Female,45-49 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,28.07,Male,50-54 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,28.84,Male,50-54 years
Renfrewshire,2010-2012,Count,28.46,Male,50-54 years
Renfrewshire,2010-2012,Count,31.97,Female,50-54 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,31.6,Female,50-54 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,32.35,Female,50-54 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,23.8,Male,55-59 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,24.54,Male,55-59 years
Renfrewshire,2010-2012,Count,24.17,Male,55-59 years
Renfrewshire,2010-2012,Count,27.49,Female,55-59 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,27.13,Female,55-59 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,27.84,Female,55-59 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,19.68,Male,60-64 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,20.39,Male,60-64 years
Renfrewshire,2010-2012,Count,20.04,Male,60-64 years
Renfrewshire,2010-2012,Count,23.02,Female,60-64 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,22.67,Female,60-64 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,23.36,Female,60-64 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,16.1,Male,65-69 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,16.76,Male,65-69 years
Renfrewshire,2010-2012,Count,16.43,Male,65-69 years
Renfrewshire,2010-2012,Count,18.85,Female,65-69 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,18.53,Female,65-69 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,19.18,Female,65-69 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,12.74,Male,70-74 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,13.36,Male,70-74 years
Renfrewshire,2010-2012,Count,13.05,Male,70-74 years
Renfrewshire,2010-2012,Count,15.06,Female,70-74 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,14.75,Female,70-74 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,15.37,Female,70-74 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,9.6,Male,75-79 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,10.2,Male,75-79 years
Renfrewshire,2010-2012,Count,9.9,Male,75-79 years
Renfrewshire,2010-2012,Count,11.7,Female,75-79 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,11.42,Female,75-79 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,11.98,Female,75-79 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,7.05,Male,80-84 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,7.63,Male,80-84 years
Renfrewshire,2010-2012,Count,7.34,Male,80-84 years
Renfrewshire,2010-2012,Count,8.69,Female,80-84 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,8.41,Female,80-84 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,8.96,Female,80-84 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,4.89,Male,85-89 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,5.53,Male,85-89 years
Renfrewshire,2010-2012,Count,5.21,Male,85-89 years
Renfrewshire,2010-2012,Count,6.21,Female,85-89 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,5.93,Female,85-89 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,6.49,Female,85-89 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,3.25,Male,90 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,4.21,Male,90 years
Renfrewshire,2010-2012,Count,3.73,Male,90 years
Renfrewshire,2010-2012,Count,4.39,Female,90 years
Renfrewshire,2010-2012,95% Lower Confidence Limit,4.02,Female,90 years
Renfrewshire,2010-2012,95% Upper Confidence Limit,4.75,Female,90 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,76.24,Male,0 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,75.16,Male,0 years
Renfrewshire,2011-2013,Count,75.7,Male,0 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,81.05,Female,0 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,80.12,Female,0 years
Renfrewshire,2011-2013,Count,80.58,Female,0 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,75.55,Male,1-4 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,74.53,Male,1-4 years
Renfrewshire,2011-2013,Count,75.04,Male,1-4 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,80.17,Female,1-4 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,79.27,Female,1-4 years
Renfrewshire,2011-2013,Count,79.72,Female,1-4 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,71.57,Male,5-9 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,70.56,Male,5-9 years
Renfrewshire,2011-2013,Count,71.07,Male,5-9 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,76.22,Female,5-9 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,75.33,Female,5-9 years
Renfrewshire,2011-2013,Count,75.78,Female,5-9 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,66.6,Male,10-14 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,65.58,Male,10-14 years
Renfrewshire,2011-2013,Count,66.09,Male,10-14 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,71.27,Female,10-14 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,70.39,Female,10-14 years
Renfrewshire,2011-2013,Count,70.83,Female,10-14 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,61.68,Male,15-19 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,60.68,Male,15-19 years
Renfrewshire,2011-2013,Count,61.18,Male,15-19 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,66.29,Female,15-19 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,65.42,Female,15-19 years
Renfrewshire,2011-2013,Count,65.86,Female,15-19 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,56.75,Male,20-24 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,55.76,Male,20-24 years
Renfrewshire,2011-2013,Count,56.25,Male,20-24 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,61.39,Female,20-24 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,60.53,Female,20-24 years
Renfrewshire,2011-2013,Count,60.96,Female,20-24 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,51.91,Male,25-29 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,50.94,Male,25-29 years
Renfrewshire,2011-2013,Count,51.43,Male,25-29 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,56.49,Female,25-29 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,55.65,Female,25-29 years
Renfrewshire,2011-2013,Count,56.07,Female,25-29 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,47.19,Male,30-34 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,46.25,Male,30-34 years
Renfrewshire,2011-2013,Count,46.72,Male,30-34 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,51.63,Female,30-34 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,50.81,Female,30-34 years
Renfrewshire,2011-2013,Count,51.22,Female,30-34 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,42.61,Male,35-39 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,41.71,Male,35-39 years
Renfrewshire,2011-2013,Count,42.16,Male,35-39 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,46.78,Female,35-39 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,45.99,Female,35-39 years
Renfrewshire,2011-2013,Count,46.39,Female,35-39 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,38.18,Male,40-44 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,37.34,Male,40-44 years
Renfrewshire,2011-2013,Count,37.76,Male,40-44 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,41.93,Female,40-44 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,41.15,Female,40-44 years
Renfrewshire,2011-2013,Count,41.54,Female,40-44 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,33.75,Male,45-49 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,32.95,Male,45-49 years
Renfrewshire,2011-2013,Count,33.35,Male,45-49 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,37.19,Female,45-49 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,36.43,Female,45-49 years
Renfrewshire,2011-2013,Count,36.81,Female,45-49 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,29.27,Male,50-54 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,28.5,Male,50-54 years
Renfrewshire,2011-2013,Count,28.89,Male,50-54 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,32.5,Female,50-54 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,31.76,Female,50-54 years
Renfrewshire,2011-2013,Count,32.13,Female,50-54 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,24.93,Male,55-59 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,24.19,Male,55-59 years
Renfrewshire,2011-2013,Count,24.56,Male,55-59 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,28.03,Female,55-59 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,27.32,Female,55-59 years
Renfrewshire,2011-2013,Count,27.67,Female,55-59 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,20.71,Male,60-64 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,20,Male,60-64 years
Renfrewshire,2011-2013,Count,20.35,Male,60-64 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,23.56,Female,60-64 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,22.88,Female,60-64 years
Renfrewshire,2011-2013,Count,23.22,Female,60-64 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,17.1,Male,65-69 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,16.43,Male,65-69 years
Renfrewshire,2011-2013,Count,16.76,Male,65-69 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,19.35,Female,65-69 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,18.71,Female,65-69 years
Renfrewshire,2011-2013,Count,19.03,Female,65-69 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,13.55,Male,70-74 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,12.92,Male,70-74 years
Renfrewshire,2011-2013,Count,13.24,Male,70-74 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,15.5,Female,70-74 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,14.89,Female,70-74 years
Renfrewshire,2011-2013,Count,15.19,Female,70-74 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,10.42,Male,75-79 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,9.83,Male,75-79 years
Renfrewshire,2011-2013,Count,10.13,Male,75-79 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,12.12,Female,75-79 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,11.56,Female,75-79 years
Renfrewshire,2011-2013,Count,11.84,Female,75-79 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,7.77,Male,80-84 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,7.18,Male,80-84 years
Renfrewshire,2011-2013,Count,7.48,Male,80-84 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,8.98,Female,80-84 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,8.45,Female,80-84 years
Renfrewshire,2011-2013,Count,8.72,Female,80-84 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,5.54,Male,85-89 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,4.9,Male,85-89 years
Renfrewshire,2011-2013,Count,5.22,Male,85-89 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,6.37,Female,85-89 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,5.84,Female,85-89 years
Renfrewshire,2011-2013,Count,6.11,Female,85-89 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,4.3,Male,90 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,3.35,Male,90 years
Renfrewshire,2011-2013,Count,3.83,Male,90 years
Renfrewshire,2011-2013,95% Upper Confidence Limit,4.58,Female,90 years
Renfrewshire,2011-2013,95% Lower Confidence Limit,3.9,Female,90 years
Renfrewshire,2011-2013,Count,4.24,Female,90 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,75.31,Male,0 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,76.39,Male,0 years
Renfrewshire,2012-2014,Count,75.85,Male,0 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,80.16,Female,0 years
Renfrewshire,2012-2014,Count,80.62,Female,0 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,81.09,Female,0 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,74.71,Male,1-4 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,75.72,Male,1-4 years
Renfrewshire,2012-2014,Count,75.21,Male,1-4 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,79.29,Female,1-4 years
Renfrewshire,2012-2014,Count,79.74,Female,1-4 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,80.19,Female,1-4 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,71.75,Male,5-9 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,70.73,Male,5-9 years
Renfrewshire,2012-2014,Count,71.24,Male,5-9 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,75.35,Female,5-9 years
Renfrewshire,2012-2014,Count,75.8,Female,5-9 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,76.24,Female,5-9 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,65.79,Male,10-14 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,66.79,Male,10-14 years
Renfrewshire,2012-2014,Count,66.29,Male,10-14 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,70.41,Female,10-14 years
Renfrewshire,2012-2014,Count,70.85,Female,10-14 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,71.29,Female,10-14 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,60.86,Male,15-19 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,61.85,Male,15-19 years
Renfrewshire,2012-2014,Count,61.36,Male,15-19 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,65.44,Female,15-19 years
Renfrewshire,2012-2014,Count,65.87,Female,15-19 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,66.31,Female,15-19 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,56.97,Male,20-24 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,56,Male,20-24 years
Renfrewshire,2012-2014,Count,56.49,Male,20-24 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,60.58,Female,20-24 years
Renfrewshire,2012-2014,Count,61,Female,20-24 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,61.43,Female,20-24 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,51.15,Male,25-29 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,52.11,Male,25-29 years
Renfrewshire,2012-2014,Count,51.63,Male,25-29 years
Renfrewshire,2012-2014,Count,56.13,Female,25-29 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,55.71,Female,25-29 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,56.54,Female,25-29 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,46.44,Male,30-34 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,47.37,Male,30-34 years
Renfrewshire,2012-2014,Count,46.91,Male,30-34 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,50.86,Female,30-34 years
Renfrewshire,2012-2014,Count,51.26,Female,30-34 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,51.67,Female,30-34 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,41.79,Male,35-39 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,42.69,Male,35-39 years
Renfrewshire,2012-2014,Count,42.24,Male,35-39 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,46,Female,35-39 years
Renfrewshire,2012-2014,Count,46.4,Female,35-39 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,46.8,Female,35-39 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,37.48,Male,40-44 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,38.31,Male,40-44 years
Renfrewshire,2012-2014,Count,37.89,Male,40-44 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,41.24,Female,40-44 years
Renfrewshire,2012-2014,Count,41.63,Female,40-44 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,42.01,Female,40-44 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,32.95,Male,45-49 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,33.74,Male,45-49 years
Renfrewshire,2012-2014,Count,33.35,Male,45-49 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,36.51,Female,45-49 years
Renfrewshire,2012-2014,Count,36.88,Female,45-49 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,37.25,Female,45-49 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,28.49,Male,50-54 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,29.26,Male,50-54 years
Renfrewshire,2012-2014,Count,28.88,Male,50-54 years
Renfrewshire,2012-2014,Count,32.17,Female,50-54 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,31.8,Female,50-54 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,32.53,Female,50-54 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,24.23,Male,55-59 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,24.97,Male,55-59 years
Renfrewshire,2012-2014,Count,24.6,Male,55-59 years
Renfrewshire,2012-2014,Count,27.69,Female,55-59 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,27.33,Female,55-59 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,28.04,Female,55-59 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,19.91,Male,60-64 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,20.63,Male,60-64 years
Renfrewshire,2012-2014,Count,20.27,Male,60-64 years
Renfrewshire,2012-2014,Count,23.38,Female,60-64 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,23.05,Female,60-64 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,23.71,Female,60-64 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,16.4,Male,65-69 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,17.07,Male,65-69 years
Renfrewshire,2012-2014,Count,16.73,Male,65-69 years
Renfrewshire,2012-2014,Count,19.16,Female,65-69 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,18.84,Female,65-69 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,19.47,Female,65-69 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,12.94,Male,70-74 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,13.58,Male,70-74 years
Renfrewshire,2012-2014,Count,13.26,Male,70-74 years
Renfrewshire,2012-2014,Count,15.19,Female,70-74 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,14.89,Female,70-74 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,15.48,Female,70-74 years
Renfrewshire,2012-2014,95% Lower Confidence Limit,9.85,Male,75-79 years
Renfrewshire,2012-2014,95% Upper Confidence Limit,10.46,Male,75-79 years
